ID,载体,载体类型,子类型,保护/认证等级,镇街,CMI,OAI,THI,MI,错位类型,文化等级,官方等级,旅游等级,三维组合,三维诊断,综合强度,文化旅游同高潜力,文化强旅游弱,旅游强文化弱,文化命中样例,旅游POI命中样例
ANC_0031,松塘培元书舍,不可移动文物,古建筑,市级文物保护单位,西樵镇,19.99,50.0,51.65,16.66,空心景点区,中,高,高,文化中-官方高-旅游高,一般耦合：持续优化,40.55,否,否,否,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0033,松塘翘秀园,不可移动文物,古建筑,市级文物保护单位,西樵镇,19.99,50.0,51.65,16.66,空心景点区,中,高,高,文化中-官方高-旅游高,一般耦合：持续优化,40.55,否,否,否,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0079,朱子襄墓,不可移动文物,古墓葬,市级文物保护单位,九江镇,30.38,50.0,38.87,-1.32,一般耦合区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,39.75,否,否,否,朱子,九江镇下西上基文化楼|佛山市始一书院|好万家购物广场(九江店)|伊蕾名店(好万家购物广场东南)|摩登米兰购物广场
ANC_0163,九江圩,圩市街区,,,九江镇,69.84,0.0,48.8,13.88,一般耦合区,高,低,中,文化高-官方低-旅游中,一般耦合：持续优化,39.55,否,否,否,九江|九江圩,红棉公园|儒林历史文化陈列馆|读书驿站(九江儒林社区站)|红棉公园-公共厕所|人民桥
ANC_0064,东联吴氏大宗祠,不可移动文物,古建筑,市级文物保护单位,丹灶镇,36.48,50.0,31.57,-11.67,沉睡潜力区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,39.35,否,否,否,大宗祠|宗祠,吴氏宗祠
ANC_0040,禄舟万寿堂,不可移动文物,古建筑,市级文物保护单位,西樵镇,0.0,50.0,67.96,42.96,空心景点区,低,高,高,文化低-官方高-旅游高,旅游强-文化或官方弱：文化叙事补强,39.32,否,否,是,,黄飞鸿狮艺武术馆|关德兴纪念堂|黄有恒堂君璧纪念馆|黄君壁纪念馆|南海白眉武术馆
NH_0067,大头佛（民乐大头佛）,非遗项目,传统舞蹈,区级非物质文化遗产代表性项目,西樵镇,57.1,25.0,34.83,-6.22,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,38.98,否,否,否,大头佛|民乐,陈李济李昇佐纪念馆|才盛余公祠
ANC_0024,松塘汇川家塾,不可移动文物,古建筑,市级文物保护单位,西樵镇,19.99,50.0,46.88,11.89,空心景点区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,38.96,否,否,否,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0025,松塘见五大夫祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,19.99,50.0,46.88,11.89,空心景点区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,38.96,否,否,否,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0028,松塘司马第,不可移动文物,古建筑,市级文物保护单位,西樵镇,19.99,50.0,46.88,11.89,空心景点区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,38.96,否,否,否,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0054,九龙岩摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,32.83,50.0,32.92,-8.5,一般耦合区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,38.58,否,否,否,九龙岩|摩崖石刻|石刻,四峰书院遗址|三孔桥|石燕岩-休息亭|冬菇石|西樵环山花海
ANC_0159,官山圩,圩市街区,,,西樵镇,67.13,0.0,47.9,14.33,一般耦合区,高,低,中,文化高-官方低-旅游中,一般耦合：持续优化,38.34,否,否,否,官山|官山圩|西樵官山圩,读书驿站(西樵文化中心站)(暂停营业)|南海农商银行(西樵支行)|西樵镇-醒狮之乡|西樵成人文化技术学校|日月星文化艺术中心
ANC_0050,大科峰摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,46.48,50.0,18.3,-29.95,沉睡潜力区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,38.26,否,否,否,大科峰|摩崖石刻|石刻,大科书院|景良亭|天海亭|石屏风|湛子洞
NH_0049,里水毛巾织造技艺,非遗项目,传统技艺,区级非物质文化遗产代表性项目,里水镇,57.56,25.0,31.01,-10.27,沉睡潜力区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,37.86,否,否,否,里水|里水毛巾|里水毛巾织造业,蔡氏宗祠|康琳水培观音竹基地|金溪大桥
ANC_0059,仙迹丹泉,不可移动文物,古建筑,省级文物保护单位,丹灶镇,0.0,75.0,38.31,0.81,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,37.77,否,否,否,,仙岗村村史馆|陈洲亲子美术馆|葛仙遗迹
NH_0047,南海农谚,非遗项目,民间文学,区级非物质文化遗产代表性项目,桂城街道,0.0,25.0,87.87,75.37,空心景点区,低,低,高,文化低-官方低-旅游高,旅游强-文化或官方弱：文化叙事补强,37.62,否,否,是,,千灯湖公园北区|千灯湖水生态研学基地科普型公园|灯湖市政公园|佛山市岭南金融博物馆(新馆)|六月西洋艺术博物馆
NH_0053,简村北帝庙会,非遗项目,民俗,区级非物质文化遗产代表性项目,狮山镇,82.62,25.0,4.48,-49.33,沉睡潜力区,高,低,低,文化高-官方低-旅游低,一般耦合：持续优化,37.37,否,是,否,北帝|北帝庙|庙会|简村|简村北帝庙,狮西百塔峰水店
ANC_0009,火石迳遗址,不可移动文物,古遗址,省级文物保护单位,西樵镇,0.0,75.0,36.33,-1.17,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,37.11,否,否,否,,读书驿站(西樵樵晖新城站)|胜利纪念亭|樵阳文化室|天天文化艺术教育中心|山根社区基层综合性文化服务中心
NH_0064,西樵白眉武术,非遗项目,传统体育,区级非物质文化遗产代表性项目,西樵镇,73.49,25.0,12.57,-36.68,沉睡潜力区,高,低,中,文化高-官方低-旅游中,一般耦合：持续优化,37.02,否,否,否,武术|西樵,绮亭陈公祠|陈启沅纪念馆(西南门)|启沅公园|特斯拉目的地充电站(西樵简村启沅公园停车场)|西樵镇简村李家队祠堂
ANC_0060,南沙陈氏宗祠,不可移动文物,古建筑,市级文物保护单位,丹灶镇,50.24,50.0,10.39,-39.73,沉睡潜力区,中,高,低,文化中-官方高-旅游低,文化/官方较强-旅游弱：条件改善转化,36.88,否,否,否,宗祠|陈氏|陈氏宗祠,杨氏大宗祠|廷耀陈公祠|丹灶(南沙百塔双润水店)|東明祖祠
ANC_0063,贞烈牌坊,不可移动文物,古建筑,市级文物保护单位,丹灶镇,27.51,50.0,32.71,-6.05,一般耦合区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,36.74,否,否,否,牌坊,康有为书法艺术院|烧番塔广场|仙岗村名人馆
NH_0036,唢呐制作技艺,非遗项目,传统技艺,市级非物质文化遗产代表性项目,桂城街道,0.0,50.0,58.86,33.86,空心景点区,低,高,高,文化低-官方高-旅游高,旅游强-文化或官方弱：文化叙事补强,36.29,否,否,是,,桂城儿童公园|桂城文化展馆|桂城图书馆|中国工商银行(佛山平洲和平支行)|平洲法源寺
NH_0055,松塘村'出色'巡游,非遗项目,民俗,区级非物质文化遗产代表性项目,西樵镇,47.1,25.0,36.18,0.13,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,36.09,否,否,否,松塘|松塘村,程氏大宗祠|民乐和平村文化楼|聚星文化楼|北塱文化楼|瑞箭文化用品厂
NH_0034,烧番塔（松塘）,非遗项目,民俗,市级非物质文化遗产代表性项目,西樵镇,19.99,50.0,36.18,1.19,一般耦合区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,35.39,否,否,否,松塘,程氏大宗祠|民乐和平村文化楼|聚星文化楼|北塱文化楼|瑞箭文化用品厂
ANC_0007,富贤遗址,不可移动文物,古遗址,省级文物保护单位,西樵镇,0.0,75.0,30.79,-6.71,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,35.26,否,否,否,,南山艺术馆
ANC_0123,民乐圩市建筑群/民乐窦,文化景观,,,西樵镇,54.79,0.0,47.91,20.51,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,34.23,否,否,否,民乐|民乐圩,读书驿站(西樵樵乐社区站)|民乐三队文化楼|龙武武术跆拳道馆|聚贤堂第六训练基地(关西一街)|幻能创展文化传播有限公司
NH_0050,南海醒狮（采青技艺）,非遗项目,传统舞蹈,区级非物质文化遗产代表性项目,西樵镇,67.21,25.0,10.39,-35.71,沉睡潜力区,高,低,低,文化高-官方低-旅游低,一般耦合：持续优化,34.2,否,是,否,醒狮|采青,中国农业银行(南海汾桥支行)|中国农业银行24小时自助银行(汾桥支行)|新桥公寓|桥头五金
ANC_0065,恒德徐公祠,不可移动文物,古建筑,市级文物保护单位,丹灶镇,10.25,50.0,41.15,11.03,空心景点区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,33.8,否,否,否,公祠,祖盛徐公祠|八甲公园|五甲文化楼|恒德徐公祠|溏边文化馆
ANC_0020,敦义崇礼碉楼,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,西樵镇,0.0,50.0,51.19,26.19,空心景点区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,33.73,否,否,否,,西樵山南海观音|傅氏宗祠|西樵山宝峰寺|西樵山风景名胜区-财神庙|景良亭
ANC_0021,傅老榕旧居,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,西樵镇,0.0,50.0,51.19,26.19,空心景点区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,33.73,否,否,否,,西樵山南海观音|傅氏宗祠|西樵山宝峰寺|西樵山风景名胜区-财神庙|景良亭
NH_0068,传统龙舟（丹灶扒龙舟）,非遗项目,传统体育,区级非物质文化遗产代表性项目,丹灶镇,71.56,25.0,4.48,-43.8,沉睡潜力区,高,低,低,文化高-官方低-旅游低,一般耦合：持续优化,33.68,否,是,否,丹灶|扒龙舟|龙舟,丽山文化楼
NH_0027,香云纱（坯纱）织造技艺,非遗项目,传统技艺,市级非物质文化遗产代表性项目,西樵镇,49.25,50.0,0.0,-49.62,沉睡潜力区,中,高,低,文化中-官方高-旅游低,文化/官方较强-旅游弱：条件改善转化,33.08,否,否,否,云纱|香云纱,
ANC_0023,松塘东山祖祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,32.99,50.0,15.83,-25.67,沉睡潜力区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,32.94,否,否,否,松塘|祖祠,铁军公园
NH_0020,大头佛,非遗项目,传统舞蹈,市级非物质文化遗产代表性项目,西樵镇,44.23,50.0,4.48,-42.64,沉睡潜力区,中,高,低,文化中-官方高-旅游低,文化/官方较强-旅游弱：条件改善转化,32.9,否,否,否,大头佛|舞大头佛,百东东便文化楼
NH_0063,南海广式旺阁酱油酿造技艺,非遗项目,传统技艺,区级非物质文化遗产代表性项目,桂城街道,0.0,25.0,70.0,57.5,空心景点区,低,低,高,文化低-官方低-旅游高,旅游强-文化或官方弱：文化叙事补强,31.67,否,否,是,,千灯湖公园北区|千灯湖水生态研学基地科普型公园|真武古庙|全民健身公园出口(海八东路西向)|广东星雷文化传媒有限公司
ANC_0129,烟桥村古桥,文化景观,,,九江镇,39.32,0.0,55.52,35.86,空心景点区,中,低,高,文化中-官方低-旅游高,旅游强-文化或官方弱：文化叙事补强,31.61,否,否,否,烟桥|烟桥村,烟南古村|烟桥古村|烟南南水村吴氏宗祠|何晃钊故居|中铁十九局集团有限公司龙翔大桥及引道工程项目经理部
NH_0025,南海竹编,非遗项目,传统技艺,市级非物质文化遗产代表性项目,丹灶镇,0.0,50.0,42.92,17.92,空心景点区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,30.97,否,否,否,,青少宫翰林宫自助图书馆|沙水村古村落|太史第|翰林埗头|佛山市青少年文化宫翰林宫
ANC_0157,民乐市,圩市街区,,,西樵镇,51.56,0.0,41.24,15.46,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,30.93,否,否,否,民乐|民乐市,读书驿站(西樵樵乐社区站)|民乐三队文化楼|龙武武术跆拳道馆|幻能创展文化传播有限公司|西樵民乐百塔峰专卖店
ANC_0019,傅氏山庄南门,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,西樵镇,0.0,50.0,42.18,17.18,空心景点区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,30.73,否,否,否,,傅氏宗祠|西樵山风景名胜区-财神庙|景良亭|天海亭|石屏风
ANC_0062,阴骘井,不可移动文物,古建筑,市级文物保护单位,丹灶镇,0.0,50.0,38.31,13.31,空心景点区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,29.44,否,否,否,,仙岗村村史馆|陈洲亲子美术馆|葛仙遗迹
ANC_0022,松塘世大夫家庙,不可移动文物,古建筑,市级文物保护单位,西樵镇,19.99,50.0,15.83,-19.17,沉睡潜力区,中,高,中,文化中-官方高-旅游中,一般耦合：持续优化,28.61,否,否,否,松塘,铁军公园
ANC_0073,上东岑局楼,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,九江镇,0.0,50.0,34.15,9.15,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,28.05,否,否,否,,九江上东小学|腾滘大社|上东三村路与大谷观音堂路交叉口|大谷观音堂路
ANC_0005,鱿鱼岗遗址,不可移动文物,古遗址,省级文物保护单位,西樵镇,0.0,75.0,8.95,-28.55,一般耦合区,低,高,低,文化低-官方高-旅游低,一般耦合：持续优化,27.98,否,否,否,,读书驿站(西樵百西社区站)|大地公园|黎氏二世公祠
ANC_0066,通心岗遗址,不可移动文物,古遗址,市级文物保护单位,丹灶镇,0.0,50.0,33.92,8.92,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,27.97,否,否,否,,良登村史馆|通心岗遗址|中铁大桥局集团有限公司季华路西延线工程项目经理部
NH_0052,西联村神诞,非遗项目,民俗,区级非物质文化遗产代表性项目,桂城街道,0.0,25.0,55.07,42.57,空心景点区,低,低,高,文化低-官方低-旅游高,旅游强-文化或官方弱：文化叙事补强,26.69,否,否,是,,读书驿站(桂城千灯湖党群服务中心站)|南海实验小学|汇丰银行(佛山分行)|广发银行(千灯湖支行)|高浩电竞(保利水城店)
ANC_0051,玉廪峰摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,29.4,50.0,0.0,-39.7,沉睡潜力区,中,高,低,文化中-官方高-旅游低,文化/官方较强-旅游弱：条件改善转化,26.47,否,否,否,摩崖石刻|石刻,
ANC_0077,破排角遗址,不可移动文物,古遗址,市级文物保护单位,九江镇,0.0,50.0,29.08,4.08,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,26.36,否,否,否,,沙口公园
ANC_0125,禄舟村古街巷,文化景观,,,西樵镇,42.87,0.0,36.11,14.67,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,26.33,否,否,否,禄舟村,南海白眉武术馆|西樵尚武白眉武馆
ANC_0006,南蛇岗遗址,不可移动文物,古遗址,省级文物保护单位,西樵镇,0.0,75.0,0.0,-37.5,一般耦合区,低,高,低,文化低-官方高-旅游低,一般耦合：持续优化,25.0,否,否,否,,
NH_0016,家具制作技艺（广式家具制作技艺）,非遗项目,传统技艺,省级非物质文化遗产代表性项目,九江镇,0.0,75.0,0.0,-37.5,一般耦合区,低,高,低,文化低-官方高-旅游低,一般耦合：持续优化,25.0,否,否,否,,
ANC_0074,探花桥,不可移动文物,古建筑,市级文物保护单位,九江镇,14.7,50.0,8.95,-23.4,沉睡潜力区,中,高,低,文化中-官方高-旅游低,文化/官方较强-旅游弱：条件改善转化,24.55,否,否,否,探花桥,慈悲宫牌坊|探花公园(东北门)|佛山市南海区九江镇下西社区桑蚕文化体验馆
ANC_0117,仙岗村古井(蟹泉仙井),文化景观,,,丹灶镇,34.61,0.0,38.31,21.01,空心景点区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,24.31,否,否,否,仙岗村,仙岗村村史馆|陈洲亲子美术馆|葛仙遗迹
NH_0046,赤坎盲公话,非遗项目,民间文学,区级非物质文化遗产代表性项目,大沥镇,0.0,25.0,47.2,34.7,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,24.07,否,否,否,,罗城三眼井|龙飞散打搏击俱乐部|武将搏击俱乐部|雅瑶桥|耳音阁采耳文化馆(保利店)
ANC_0067,方道隆墓,不可移动文物,古墓葬,市级文物保护单位,丹灶镇,22.07,50.0,0.0,-36.03,沉睡潜力区,中,高,低,文化中-官方高-旅游低,文化/官方较强-旅游弱：条件改善转化,24.02,否,否,否,方道隆,
ANC_0153,罗行圩,圩市街区,,,丹灶镇,31.9,0.0,38.34,22.39,空心景点区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,23.41,否,否,否,罗行|罗行圩,基督教罗行堂|南海区丹灶镇罗行村史馆|读书驿站(丹灶目闻阅野集站)|明途书院
ANC_0158,太平圩,圩市街区,,,西樵镇,41.74,0.0,27.81,6.94,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,23.18,否,否,否,太平|太平圩,李氏宗祠(太平圩)
ANC_0061,沙水翰林步头,不可移动文物,古建筑,市级文物保护单位,丹灶镇,0.0,50.0,18.66,-6.34,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,22.89,否,否,否,,翰林湖农业公园-小卖部|翰林花海|翰林湖农业公园P2停车场(出口)|翰林湖农业公园P2生态停车场(入口)|翰林湖农业公园P1停车场
ANC_0078,冯氏家族墓,不可移动文物,古墓葬,市级文物保护单位,九江镇,0.0,50.0,17.04,-7.96,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,22.35,否,否,否,,水南周家祠堂|深嘉里公园|粤韵观赏鱼|内蒙古专线呼和浩特|圣母殿
ANC_0075,魁星塔,不可移动文物,古建筑,市级文物保护单位,九江镇,0.0,50.0,16.56,-8.44,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,22.19,否,否,否,,红桥文化楼|红桥大厦|红桥B座|红桥大厦停车场(出入口)|红桥大厦停车场
ANC_0122,松塘月池及古祠堂群,文化景观,,,西樵镇,61.39,0.0,4.48,-26.22,沉睡潜力区,高,低,低,文化高-官方低-旅游低,一般耦合：持续优化,21.96,否,是,否,松塘|祠堂,塱心大桥
NH_0030,华岳心意六合八法拳,非遗项目,传统体育,市级非物质文化遗产代表性项目,大沥镇,0.0,50.0,12.57,-12.43,一般耦合区,低,高,中,文化低-官方高-旅游中,一般耦合：持续优化,20.86,否,否,否,,奇槎桥|桥头肠粉店|勒西公园|桥头大烧鹅|大沥奇槎水桥粮油杂货综合店
ANC_0048,铁屎墩冶炼遗址,不可移动文物,古遗址,市级文物保护单位,西樵镇,0.0,50.0,10.39,-14.61,一般耦合区,低,高,低,文化低-官方高-旅游低,一般耦合：持续优化,20.13,否,否,否,,读书驿站(西樵百西社区站)|大地公园|大地塱文化楼|百西桥头
ANC_0164,大谷市,圩市街区,,,九江镇,17.3,0.0,41.81,33.16,空心景点区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,19.7,否,否,否,大谷,大谷天后宫|太清宫|大谷余氏宗祠|观音堂
ANC_0156,大岗圩,圩市街区,,,西樵镇,45.54,0.0,11.57,-11.2,沉睡潜力区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,19.04,否,否,否,大岗圩,五显庙(桂阳大道)|区家祠堂|潘家文化楼|区家文化楼|吉赞潘家藻溪潘公祠
ANC_0162,大伸市,圩市街区,,,九江镇,0.0,0.0,54.82,54.82,空心景点区,低,低,高,文化低-官方低-旅游高,旅游强-文化或官方弱：文化叙事补强,18.27,否,否,是,,探花公园|信基广场|新东方文化辅导园|蓝图文化中心|方太(九江国美信基广场店)
NH_0041,烧番塔（仙岗）,非遗项目,民俗,市级非物质文化遗产代表性项目,丹灶镇,0.0,50.0,4.48,-20.52,一般耦合区,低,高,低,文化低-官方高-旅游低,一般耦合：持续优化,18.16,否,否,否,,南海实验学校
NH_0042,周家拳,非遗项目,传统体育,市级非物质文化遗产代表性项目,九江镇,0.0,50.0,4.48,-20.52,一般耦合区,低,高,低,文化低-官方高-旅游低,一般耦合：持续优化,18.16,否,否,否,,烟桥北闸街坊会
ANC_0132,红棉公园民国建筑群,文化景观,,,九江镇,0.0,0.0,51.3,51.3,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,17.1,否,否,否,,红棉公园|儒林历史文化陈列馆|读书驿站(九江儒林社区站)|朱九江纪念公园|红棉公园-公共厕所
ANC_0155,沙基圩,圩市街区,,,西樵镇,0.0,0.0,46.88,46.88,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,15.63,否,否,否,,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0165,沙口圩,圩市街区,,,九江镇,17.38,0.0,29.08,20.39,空心景点区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,15.49,否,否,否,沙口,沙口公园
ANC_0160,大桐圩,圩市街区,,,西樵镇,0.0,0.0,42.58,42.58,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,14.19,否,否,否,,西樵戴氏大宗祠|读书驿站(西樵七星站)|西樵大同书院|绿涯陈公祠|罗山程公祠
ANC_0127,渔耕粤韵桑基鱼塘,文化景观,,,西樵镇,41.57,0.0,0.0,-20.78,沉睡潜力区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,13.86,否,否,否,桑基鱼塘,
ANC_0126,金花庙,文化景观,,,西樵镇,40.65,0.0,0.0,-20.33,沉睡潜力区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,13.55,否,否,否,金花|金花庙,
ANC_0149,仙岗市,圩市街区,,,丹灶镇,0.0,0.0,39.75,39.75,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,13.25,否,否,否,,仙岗村村史馆|陈洲亲子美术馆|南海实验学校|葛仙遗迹
ANC_0150,西城市,圩市街区,,,丹灶镇,25.43,0.0,14.19,1.47,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,13.21,否,否,否,西城,西城村文化楼|康有为故居(东南门)|康有为纪念馆|澹如楼|松轩亭
ANC_0128,朝山红楼,文化景观,,,西樵镇,17.3,0.0,17.49,8.83,一般耦合区,中,低,中,文化中-官方低-旅游中,一般耦合：持续优化,11.6,否,否,否,朝山,牌楼村文化室|新庙街住宅区14号楼|新庙街住宅区9号楼|新庙街住宅区13号楼|新庙街住宅区11号楼
ANC_0133,岑局楼,文化景观,,,九江镇,0.0,0.0,34.15,34.15,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,11.38,否,否,否,,九江上东小学|腾滘大社|上东三村路与大谷观音堂路交叉口|大谷观音堂路
ANC_0135,平沙岛,文化景观,,,西樵镇,27.06,0.0,7.09,-6.43,一般耦合区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,11.38,否,否,否,平沙,祠公李先智|西樵平沙岛-廷俊李公祠
ANC_0154,大岸圩,圩市街区,,,西樵镇,27.06,0.0,7.09,-6.43,一般耦合区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,11.38,否,否,否,大岸,十一队文化楼|九队文化楼
ANC_0152,竹径圩,圩市街区,,,丹灶镇,0.0,0.0,31.43,31.43,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,10.48,否,否,否,,方献夫纪念馆|竹径村文化馆|良登村牌坊
ANC_0120,苏州银河,文化景观,,,丹灶镇,25.62,0.0,0.0,-12.81,沉睡潜力区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,8.54,否,否,否,银河,
ANC_0151,银河桥市,圩市街区,,,丹灶镇,25.62,0.0,0.0,-12.81,沉睡潜力区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,8.54,否,否,否,银河,
ANC_0118,西城圩市建筑群,文化景观,,,丹灶镇,25.43,0.0,0.0,-12.72,沉睡潜力区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,8.48,否,否,否,西城,
ANC_0131,河清码头,文化景观,,,九江镇,17.38,0.0,4.48,-4.22,一般耦合区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,7.29,否,否,否,河清,大观发濑粉鸡
ANC_0161,河清圩,圩市街区,,,九江镇,17.38,0.0,4.48,-4.22,一般耦合区,中,低,低,文化中-官方低-旅游低,一般耦合：持续优化,7.29,否,否,否,河清,河清三村文化楼
ANC_0148,横江圩,圩市街区,,,丹灶镇,0.0,0.0,12.57,12.57,空心景点区,低,低,中,文化低-官方低-旅游中,一般耦合：持续优化,4.19,否,否,否,,桥宝山庄停车场|桥宝山庄停车场(出入口)|藏馥宫体质调理中心|心亭陈公祠|文心宫美容美发
ANC_0121,塱心码头,文化景观,,,西樵镇,0.0,0.0,4.48,4.48,一般耦合区,低,低,低,文化低-官方低-旅游低,三维均弱：暂缓或基础培育,1.49,否,否,否,,塱心大桥
ANC_0134,中西郑家大院,文化景观,,,九江镇,0.0,0.0,4.48,4.48,一般耦合区,低,低,低,文化低-官方低-旅游低,三维均弱：暂缓或基础培育,1.49,否,否,否,,丁家桥特色景区
ANC_0119,大岗民居,文化景观,,,丹灶镇,0.0,0.0,0.0,0.0,一般耦合区,低,低,低,文化低-官方低-旅游低,三维均弱：暂缓或基础培育,0.0,否,否,否,,
ANC_0130,风水百足桥,文化景观,,,九江镇,0.0,0.0,0.0,0.0,一般耦合区,低,低,低,文化低-官方低-旅游低,三维均弱：暂缓或基础培育,0.0,否,否,否,,
