place_id,place_name,poi_id,town,category,review_count,selected_review_count,cultural_recognition,integration_judgement,entity_count,entity_id,name,entity_type,label,place_count,evidence_examples
place:B0FFHRPUYH,观音庙,B0FFHRPUYH,桂城街道,宗教场所,1,1,弱识别,评论仅体现宗教场所的祈福功能与打卡行为，未涉及具体的岭南民俗、建筑历史或地方文化叙事，文旅融合停留在浅层观光阶段。,1,,,,,,
place:B0FFG8XPXK,贤鲁岛,B0FFG8XPXK,里水镇,自然景观,9,9,弱识别,评论主要聚焦于花卉景观、骑行体验和网红打卡，虽提及古村落和水乡概念，但缺乏对具体历史人物、非遗民俗或深层地方文化记忆的实质性感知与互动。,5,,,,,,
place:B0HG2U0KTA,铁军公园,B0HG2U0KTA,西樵镇,公园绿地,2,2,中识别,评论明确识别了革命人物陈铁军及其纪念馆空间，并肯定了展陈的历史教育价值，但缺乏对具体历史事件细节或深层精神内涵的描述，文化体验主要停留在纪念性参观层面。,4,,,,,,
place:B0FFGA58BQ,银坑村祠堂(乡约),B0FFGA58BQ,西樵镇,人文古迹,1,1,未形成,评论仅提及民宿摄影与周边自然景观，完全未涉及祠堂本体或任何地方文化内容，文旅融合在评论层面未发生。,1,,,,,,
place:B0HKO5IJHF,阳光沙滩,B0HKO5IJHF,桂城街道,自然景观,2,2,未形成,评论仅重复地点名称，完全缺失对人物、非遗、空间、历史或岭南地方性等文化实体的识别与体验描述。,0,,,,,,
place:B0FFH3XXY4,陈氏大宗祠,B0FFH3XXY4,里水镇,人文古迹,1,1,未形成,评论仅提及地点名称，缺乏对文化实体、历史内涵或体验活动的具体描述，无法体现文旅融合状态。,0,,,,,,
place:B0FFH4AQI7,陈氏宗祠,B0FFH4AQI7,里水镇,人文古迹,4,4,弱识别,游客虽提及宗祠建筑与岭南风情，但多受地理位置混淆干扰且无法进入核心空间，文化体验停留在外部景观浏览，未形成深度的文旅融合互动。,5,,,,,,
place:B0FFMB0M81,陈氏祠堂,B0FFMB0M81,狮山镇,人文古迹,1,1,未形成,评论仅包含地点名称，缺乏对文化实体、历史内涵或体验活动的具体描述，无法体现文旅融合状态。,0,,,,,,
place:B0LAP7F790,霍氏宗祠,B0LAP7F790,丹灶镇,人文古迹,1,1,未形成,评论仅包含地点名称，缺乏对人物、历史、建筑细节或文化体验的任何描述，无法体现文旅融合状态。,0,,,,,,
place:B0FFLQE8AB,高铁公园,B0FFLQE8AB,桂城街道,公园绿地,1,1,未形成,评论仅提及地点名称，缺乏任何文化实体描述或深度体验内容，无法体现文旅融合特征。,0,,,,,,
place:B0FFFH2PSL,黄岐公园,B0FFFH2PSL,大沥镇,公园绿地,1,1,中识别,评论主要聚焦于现代休闲运动与亲子设施，仅将龙母庙作为园内景观提及，缺乏对信俗文化或历史内涵的深度体验描述。,2,,,,,,
place:B0FFG3QKJB,黄氏大宗祠,B0FFG3QKJB,狮山镇,人文古迹,10,10,中识别,评论中对岭南建筑工艺、宗族历史及抗战记忆有具体文本支撑，但部分评论流于泛化打卡或仅提及家族姓氏，整体文化识别深度不均。,7,,,,,,
place:B02F501SVF,黄飞鸿狮艺武术馆,B02F501SVF,西樵镇,非遗体验,41,16,高识别,游客评论高度聚焦于黄飞鸿人物 IP、醒狮非遗表演及故居宗祠空间，形成了清晰的人物 - 非遗 - 空间三位一体的文化认知，但部分评论指出商业化打赏环节对文化体验的干扰。,23,,,,,,
place:B0FFG1YR84,黄飞鸿狮艺武术馆-表演台,B0FFG1YR84,西樵镇,非遗体验,1,1,未形成,评论仅复述地点名称，未包含任何具体的文化实体描述、体验过程或情感评价，无法体现文旅融合状态。,0,,,,,,
,,,,,,,,,,entity:9ac595910fa83695,摄影打卡,体验主题,评论体验主题,33,不少摄影发烧友在捕捉疾驰的列车；可以看看啊拍拍照；拍照看景大约一小时吧；适合喜欢安静的情侣拍拖；摄影爱好者想拍夜景此处不错
,,,,,,,,,,entity:0d11cbf52b2a1d83,空间景观,体验主题,评论体验主题,32,可以俯视山下的高速公路、跨江大桥，以及几条交汇的高铁线；广场以蓝带（水景）、绿带（花草树木）、光带（夜景）为主题；景色以峡谷自然风光为主；湖畔修了很多栈道，也有单车道；进入佛山植物园犹如坠入一片绿海，所见之处林木莽莽
,,,,,,,,,,entity:2c8cbc347841b61b,太平天国,历史记忆谱系,历史记忆实体,1,是以明清、民国时期文化为背景的仿古建筑群
,,,,,,,,,,entity:83389f179322c7ee,明清,历史记忆谱系,历史记忆实体,4,是以明清、民国时期文化为背景的仿古建筑群；明清两代有“百步梯”石路直通山；仿古建筑，如明清皇宫；早在明代的时候，醒狮就在广东出现...显现出清末岭南古建筑的风貌
,,,,,,,,,,entity:72e587404c506a9f,民国,历史记忆谱系,历史记忆实体,3,是以明清、民国时期文化为背景的仿古建筑群；聚焦于民国时期的金融动荡与变革；主打近现代民国的部分
,,,,,,,,,,entity:70ccc20459231d3d,江南水乡,岭南地方性谱系,岭南地方性实体,1,一定会以为这就是真实的江南水乡的生活
,,,,,,,,,,entity:7d972f1eb0b68491,皇宫,文化空间谱系,文化空间实体,1,金碧辉煌的皇宫，也让我感觉到惊叹不已
,,,,,,,,,,entity:0355978eb9ee0252,洪秀全,人物谱系,人物实体,1,天王洪秀全、东王杨秀清的交通工具道具
,,,,,,,,,,entity:99c93a619965d2bd,杨秀清,人物谱系,人物实体,1,天王洪秀全、东王杨秀清的交通工具道具
,,,,,,,,,,entity:ab8701b31372a995,三国演义,历史记忆谱系,历史记忆实体,1,据说在这里拍摄过《三国演义》和《太平天国》等电视剧
,,,,,,,,,,entity:9df947870b8cfa3c,苏东坡,人物谱系,人物实体,2,也是《倩女幽魂》、《三国》、《少年包青天》、《苏东坡》等影视剧的取景地；因韩愈苏东坡到此并留诗而成扶胥浴日盛景
,,,,,,,,,,entity:f2652d6660d65686,岭南,岭南地方性谱系,岭南地方性实体,13,具有岭南特色的香港街区；更是岭南地区金融文化的生动写照；还有岭南金融博物馆可以参观；一处充满岭南风情的旅游胜地；南海人杰地灵
,,,,,,,,,,entity:1a230084a9ba2ac8,马术表演,体验主题,评论体验主题,1,近距离的观看马术表演也是非常难得的
,,,,,,,,,,entity:98a8e782ef9e501b,古风摄影,体验主题,评论体验主题,1,集古风摄影、娱乐演出、亲子遛娃、观景摄影于一体
,,,,,,,,,,entity:26d70bea753d5fee,年味,体验主题,评论体验主题,1,浓浓的年味
,,,,,,,,,,entity:cd61d97883fe95e4,米酒文化,岭南地方性谱系,岭南地方性实体,1,九江双蒸博物馆对了解双蒸解和米酒文化有很好的了解
,,,,,,,,,,entity:68dd9b6cde9f2be5,九江双蒸,岭南地方性谱系,岭南地方性实体,1,使我们了解九江双蒸米酒的百年的历史过程
,,,,,,,,,,entity:c6ae15aaa64ba4e6,酒文化,岭南地方性谱系,岭南地方性实体,1,一个有关酒文化的主题博物馆
,,,,,,,,,,entity:0e7346b358a3d59d,青梅酒,岭南地方性谱系,岭南地方性实体,1,采购平价青梅酒
,,,,,,,,,,entity:56f5180222f5f3ea,酒酿入菜,岭南地方性谱系,岭南地方性实体,1,品尝美味酒酿入菜佳餚
,,,,,,,,,,entity:d2d0aa14df0b005d,醉酒小屋,体验主题,评论体验主题,1,醉酒小屋很有意思，值得体验
,,,,,,,,,,entity:a2034238c6c98731,展陈讲解,体验主题,评论体验主题,8,讲解员姐姐很友爱，根据小朋友的情况生动讲解；不仅有专业的讲解员为你答疑解惑；主要的展览在二楼...参观起来还是比较顺畅的；船模展和出土文物展，让人惊叹于古代劳动人民的聪明才智；不仅以其丰富的藏品和独特的展览吸引着无数历史与艺术爱好者
,,,,,,,,,,entity:defef074503c8b98,全酒宴,体验主题,评论体验主题,1,还有全酒宴的呢
,,,,,,,,,,entity:7f2e53566fc4be33,湛子,人物谱系,人物实体,1,附近还有湛子讲学的遗址，随意看看啦
,,,,,,,,,,entity:9f74ea5d20178fc9,讲学遗址,文化空间谱系,文化空间实体,1,附近还有湛子讲学的遗址，随意看看啦
,,,,,,,,,,entity:3f726c49dc70760b,商业消费,体验主题,评论体验主题,11,入住一次最高级那家度假酒店；儿童游乐设施多，机动游戏玩，烧烤场，骑马；门票比较贵；旁边还有希尔顿酒店；收费很坑人...门票又贵
,,,,,,,,,,entity:712ccd6504e9df07,清代货币,历史记忆谱系,历史记忆实体,1,涵盖了古钱、古钞、清代货币、民国各类货币
,,,,,,,,,,entity:931bb77438128d5e,红色货币,历史记忆谱系,历史记忆实体,1,通过红色货币的展示，让人们了解了革命时期的金融斗争
,,,,,,,,,,entity:bee50dfa2f2f66e3,广东货币,岭南地方性谱系,岭南地方性实体,1,专门展示了广东地区的金融发展历程
,,,,,,,,,,entity:e4664c4f4854ee3c,庐江书院,文化空间谱系,文化空间实体,1,岭南金融博物馆选址为广州市越秀区教育路流水井 29 号庐江书院
,,,,,,,,,,entity:3d7d0ab000b1755d,南越王,人物谱系,人物实体,1,最早追溯至南越王先祖政权建制之时
,,,,,,,,,,entity:da705d72fad12e44,古代青铜器,非遗民俗谱系,非遗民俗实体,1,馆内藏有精美绝伦的古代青铜器、铜镜、陶器
,,,,,,,,,,entity:b596e8027196e19c,文化认知,体验主题,评论体验主题,11,让人在欣赏文物的同时，也对中国金融史有了更深入的了解；仔细慢慢看树上挂着的标牌，能够学到很多关于植物方面的知识；为游客提供了深入了解当地文化历史的机会；可以了解到南海的历史；让更多人了解南海社庙的历史
,,,,,,,,,,entity:47be23c7bd41723d,博物馆,文化空间谱系,文化空间实体,1,岭南金融博物馆可以参观
,,,,,,,,,,entity:bf255e398b374940,大观博物馆,文化空间谱系,文化空间实体,1,如大观博物馆，为游客提供了深入了解当地文化历史的机会
,,,,,,,,,,entity:6fd2212c3d0b2b67,公共读书驿站,文化空间谱系,文化空间实体,1,公园内设有公共读书驿站，提供了一个充满书香气息的环境
,,,,,,,,,,entity:73616be3350b183a,历史观测塔,文化空间谱系,文化空间实体,1,如历史观测塔、水上茶亭、柏树茶店等
,,,,,,,,,,entity:c54657f785e2c0cf,水上茶亭,文化空间谱系,文化空间实体,1,如历史观测塔、水上茶亭、柏树茶店等
,,,,,,,,,,entity:1d6aec441cdc92cb,石灯,文化空间谱系,文化空间实体,1,我看到了许多造型各异的石灯，它们或高或矮，或古朴或精致
,,,,,,,,,,entity:eb040022542e1fb6,亭子,文化空间谱系,文化空间实体,1,一座古色古香的亭子映入眼帘
,,,,,,,,,,entity:3028ea837990285a,礌岗塔,文化空间谱系,文化空间实体,1,也可走到礌岗塔（连通）
,,,,,,,,,,entity:bc166890b4840984,粤式茶点,岭南地方性谱系,岭南地方性实体,1,集合在千灯食通天来过粤式茶点饱饱在去游湖
,,,,,,,,,,entity:dd633d765eb9311a,灯光秀,体验主题,评论体验主题,2,千灯湖的灯光秀更是一大亮点；听闻千灯湖创投小镇晚上有灯光骚
,,,,,,,,,,entity:842bf04e4a40cd06,南国水乡特色,岭南地方性谱系,岭南地方性实体,1,体现了水网纵横的南国水乡特色与传统历史风韵
,,,,,,,,,,entity:760d33614f5701c9,水上光影表演,体验主题,评论体验主题,1,8 点和 9 点还有水上光影表演看，效果挺不错的
,,,,,,,,,,entity:ff1cf737abec2bb7,喷泉表演,体验主题,评论体验主题,1,查好星期五，六的喷泉表演位置和時間
,,,,,,,,,,entity:1004067320a166dc,书画展,体验主题,评论体验主题,1,公园也经常举办各种文化活动，如书画展、音乐会等
,,,,,,,,,,entity:1cb0a4929545ef82,音乐会,体验主题,评论体验主题,2,公园也经常举办各种文化活动，如书画展、音乐会等；在这边搞个音乐会，其实还是可以的
,,,,,,,,,,entity:34c1496b37b6d471,公共读书驿站,体验主题,评论体验主题,1,公园内的公共读书驿站，为游客提供了一个静谧的阅读环境
,,,,,,,,,,entity:2d4ac0e32dfcd911,岭南文化,岭南地方性谱系,岭南地方性实体,1,让游客在游玩的同时领略到了岭南文化的独特魅力
,,,,,,,,,,entity:8370508c2eba9643,金融博物馆,文化空间谱系,文化空间实体,1,还有这边的金融博物馆也是坐落在北区旁边
,,,,,,,,,,entity:88dde9d4db470b02,大红灯笼,非遗民俗谱系,非遗民俗实体,1,大红灯笼已经高高挂起
,,,,,,,,,,entity:c99a1548b7fdad28,太极拳,非遗民俗谱系,非遗民俗实体,1,你会看到一位大爷在练习太极拳
,,,,,,,,,,entity:c8fc16275f6c5fcf,南海观音寺,文化空间谱系,文化空间实体,1,南海观音寺。门票 10 元，当然也不能错过啦
,,,,,,,,,,entity:4b4d1342137b53e5,古建筑,文化空间谱系,文化空间实体,2,古建筑、雕塑、碑刻等艺术珍品遍布其间；大岭村里面有很多古建筑
,,,,,,,,,,entity:cd195578fc0f18ca,碑刻,文化空间谱系,文化空间实体,2,古建筑、雕塑、碑刻等艺术珍品遍布其间；庙内珍藏着大量帝王祭碑和名人碑刻
,,,,,,,,,,entity:fcd7b82d2aa5d210,南海影视城,文化空间谱系,文化空间实体,1,旁边还有个景点，南海影视城
,,,,,,,,,,entity:dabb1758e2b9fa7a,汉服,岭南地方性谱系,岭南地方性实体,2,穿汉服来拍照的小姐姐美到窒息；可以穿一套汉服过来，非常的好出片
,,,,,,,,,,entity:9e010edbb3d6d9db,珠江三角洲,岭南地方性谱系,岭南地方性实体,2,这里是珠江三角洲内自然条件尚末受到人为破环、污染的地区之一；类似这样规模的小村落，放在珠江三角洲地带
,,,,,,,,,,entity:857a6f631c51480b,石景宜,人物谱系,人物实体,1,这个博物馆主要是介绍石景宜的事迹和他收藏的藏品
,,,,,,,,,,entity:c9c36e4600677fe7,贝叶经,非遗民俗谱系,非遗民俗实体,1,有贝叶经、书画作品、工艺品等等
,,,,,,,,,,entity:b1082eba5991aa19,南海记忆,历史记忆谱系,历史记忆实体,1,博物馆方面的展览主要有南海记忆，这是介绍南海历史的
,,,,,,,,,,entity:ce5c96ee96c900f2,非物质文化遗产,非遗民俗谱系,非遗民俗实体,1,还有一个书画展览、名人展和非物质文化遗产的展览
,,,,,,,,,,entity:907aefd2013ecd62,庆云洞,文化空间谱系,文化空间实体,1,岭南道场一绝庆云洞
,,,,,,,,,,entity:816121a12731b673,接源桥,文化空间谱系,文化空间实体,1,最具魅力古建筑 - 接源桥
,,,,,,,,,,entity:7a4ca60efc9bcfeb,吕祖棋盘,历史记忆谱系,历史记忆实体,1,神仙圣地 - 吕祖棋盘
,,,,,,,,,,entity:ebba1e02157565c6,康熙天下第一“福”字,历史记忆谱系,历史记忆实体,1,康熙天下第一“福”字等等
,,,,,,,,,,entity:4b55dface0e9550a,庆云道观,文化空间谱系,文化空间实体,1,就像庆云道观旁边的牌匾上写的“最具魅力古建筑”
,,,,,,,,,,entity:3a9a213b84d51749,道教文化,非遗民俗谱系,非遗民俗实体,1,百年庆云洞道观祈福
,,,,,,,,,,entity:0af3d39585d878d6,毛利土著文化,岭南地方性谱系,岭南地方性实体,1,展示了湿地生态资源和毛利土著文化
,,,,,,,,,,entity:5f2a592e4e447143,原始人的舞蹈表演,体验主题,评论体验主题,1,还有原始人的舞蹈表演
,,,,,,,,,,entity:5c3854c24a08df9e,祝融,人物谱系,人物实体,1,除海神祝融外，庙内珍藏着大量帝王祭碑
,,,,,,,,,,entity:e49adb13a672694a,韩愈,人物谱系,人物实体,1,包括唐朝的韩愈碑
,,,,,,,,,,entity:a0dcea74b6cb88f0,明顺夫人,人物谱系,人物实体,1,宋朝的时候，还给南海神封了一位海神夫人～明顺夫人
,,,,,,,,,,entity:91dc7453f4f2461f,舞狮,非遗民俗谱系,非遗民俗实体,3,民风醇厚，舞狮龙舟等非遗文化得以保存；国庆在这里还有舞狮竞赛；楼上就是一些佛山舞狮
,,,,,,,,,,entity:541c3bd901268080,龙舟,非遗民俗谱系,非遗民俗实体,6,民风醇厚，舞狮龙舟等非遗文化得以保存；除了鼎鼎大名的龙舟比赛外；还有龙舟展示；体验一次划龙舟还是挺好玩的；龙舟有特色
,,,,,,,,,,entity:1c0a428b06bee7df,波罗诞,非遗民俗谱系,非遗民俗实体,1,每年农历二月十一至十三号，这里会举行南海神诞，又叫波罗诞
,,,,,,,,,,entity:daf8c7547d148e6a,浴日亭,文化空间谱系,文化空间实体,1,此地还有浴日亭，因韩愈苏东坡到此并留诗而成扶胥浴日盛景
,,,,,,,,,,entity:4c1247673d79f4d2,海事博物馆,文化空间谱系,文化空间实体,1,附近新开了一座海事博物馆
,,,,,,,,,,entity:30e58243ac6b39dc,隋唐,历史记忆谱系,历史记忆实体,1,始建于隋（公元 594 年）
,,,,,,,,,,entity:8b82788f67f37087,海上丝绸之路,历史记忆谱系,历史记忆实体,1,见证了海上丝绸之路的起点
,,,,,,,,,,entity:dddfa5d67e22cfb5,祭海,历史记忆谱系,历史记忆实体,1,古代皇帝祭海地
,,,,,,,,,,entity:e4ff5cf43efee5a2,广府,岭南地方性谱系,岭南地方性实体,1,是个广州的古地方
,,,,,,,,,,entity:dad5151b8c19d600,拜佛许愿还愿,非遗民俗谱系,非遗民俗实体,1,听我姐说拜佛是一拜拜三年的，不然你之前拜佛许的愿都落空了，拜佛许愿是需要还愿的
,,,,,,,,,,entity:7076fd50f48d4d34,观音开库,非遗民俗谱系,非遗民俗实体,1,每年农历正月二十六日为观音开库（亦即观音寺庙日）参拜的信徒达数万之众
,,,,,,,,,,entity:6c987551a65579ae,宫殿式寺宇,文化空间谱系,文化空间实体,1,观音寺是属于宫殿式寺宇，安有上御道与龙雕
,,,,,,,,,,entity:5159eb3f8c45e16f,御道,文化空间谱系,文化空间实体,1,观音寺的中轴线上有汉白玉九龙朝阳及莲花浮雕，名为御道
,,,,,,,,,,entity:65447d3e14f4625d,宋太宗淳化五年,历史记忆谱系,历史记忆实体,1,南海观音寺建于公元 990 年（即宋太宗淳化五年），距今已有一千年历史
,,,,,,,,,,entity:51a6bcd467143988,佛家禅意,岭南地方性谱系,岭南地方性实体,1,深的佛家禅意
,,,,,,,,,,entity:412efaf8f7127c19,烧香拜佛,非遗民俗谱系,非遗民俗实体,1,我觉得烧香拜佛是自愿的，不能这样强迫客户消费
,,,,,,,,,,entity:9004d3d5de467265,表演活动,体验主题,评论体验主题,4,4D 电影；拳脚功夫算式实打实的，演员们也很卖力；那飞鸿武馆的舞狮表演很棒；每天设有四场武术和醒狮表演
,,,,,,,,,,entity:ce82cd4f5e6e56d8,水乡,岭南地方性谱系,岭南地方性实体,2,这里很有江南水乡的感觉；在鱼塘养鱼在江里捕虾
,,,,,,,,,,entity:7683004613ab1aba,龙船漂移,非遗民俗谱系,非遗民俗实体,1,尋根龍船漂移
,,,,,,,,,,entity:423bef186a527645,河道,文化空间谱系,文化空间实体,1,發現還有很多有意思的河道
,,,,,,,,,,entity:34e0f9b0e03245cc,龙船文创,非遗民俗谱系,非遗民俗实体,1,中國郵政的龍船文創店
,,,,,,,,,,entity:f84017bdf5bad67e,画展,体验主题,评论体验主题,1,还有画展
,,,,,,,,,,entity:64d266e76ec289ae,叶问,人物谱系,人物实体,2,因为叶问，咏春拳走向了全世界；主要景点有...叶问广场
,,,,,,,,,,entity:96e6271e1dd8484d,黄飞鸿,人物谱系,人物实体,9,起初对佛山的全面印象，则来之于黄飞鸿；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；意外收获：'2010 年‘黄飞鸿杯’华人醒狮邀请赛——水上擂台’正在上演；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹
,,,,,,,,,,entity:2b94265b534d9972,咏春拳,非遗民俗谱系,非遗民俗实体,1,了解咏春的文化
,,,,,,,,,,entity:8136453f5bc01264,祖屋,文化空间谱系,文化空间实体,1,叶问，祖屋
,,,,,,,,,,entity:1d1abd36471f17dd,传统粤式民居,文化空间谱系,文化空间实体,1,很有意思，传统粤式民居
,,,,,,,,,,entity:04fba69b45894b51,中国功夫,非遗民俗谱系,非遗民俗实体,1,历史沉淀，叶问纪念馆，中国功夫
,,,,,,,,,,entity:a74f7eadb634f4c9,康有为,人物谱系,人物实体,6,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；康有为先生作为佛山乃至广东在全国和世界极具影响力的历史名人之一；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹
,,,,,,,,,,entity:450e1440c68614a3,詹天佑,人物谱系,人物实体,5,历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹；历史上留有康有为、詹天佑、黄飞鸿、董必武、郭沫若、霍韬、湛若水等名人足迹
,,,,,,,,,,entity:e6a16adc0c22ecde,珠江文明,历史记忆谱系,历史记忆实体,3,是广东四大名山之一、珠江文明的发源地；是广东四大名山之一、珠江文明的发源地；是广东四大名山之一、珠江文明的发源地
,,,,,,,,,,entity:3424c856de070c9c,音乐的演唱活动,体验主题,评论体验主题,1,在这边还会搞一些音乐的演唱活动
,,,,,,,,,,entity:5114a477d458cabb,汉服,非遗民俗谱系,非遗民俗实体,1,穿汉服拍剪影秒出大片
,,,,,,,,,,entity:94f705d34456fa32,早茶,岭南地方性谱系,岭南地方性实体,1,这里的早茶，午餐花式新颖
,,,,,,,,,,entity:47d8611505448c03,樵山文化中心,文化空间谱系,文化空间实体,1,樵山文化中心是听音湖的地标性建筑
,,,,,,,,,,entity:9aac0cce86cb3c0b,观心小镇,文化空间谱系,文化空间实体,1,来到对岸的观心小镇
,,,,,,,,,,entity:5d807ccb6cdb8297,草地音乐会,体验主题,评论体验主题,1,草地音乐会真的是相当的不错
,,,,,,,,,,entity:10699386a145f8e6,夜景灯光,体验主题,评论体验主题,1,灯光变幻下宛如流动的彩缎
,,,,,,,,,,entity:f6f29bce7c697c2a,清末光绪年间,历史记忆谱系,历史记忆实体,1,始建于清末光绪年间的吴家大院
,,,,,,,,,,entity:cb3dc569b033165f,中西合壁的大宅,文化空间谱系,文化空间实体,1,中西合壁的大宅
,,,,,,,,,,entity:c2294e8a45365cd7,南海区侨乡博物馆,文化空间谱系,文化空间实体,1,现在是南海区侨乡博物馆
,,,,,,,,,,entity:fea3a2695346be20,侨乡,岭南地方性谱系,岭南地方性实体,1,九江是侨乡
,,,,,,,,,,entity:96c2f691a5aa43c7,吴氏族人,人物谱系,人物实体,1,吴氏族人从海外淘金归来后所建
,,,,,,,,,,entity:6320c06d68fcdfbe,吴庚南,人物谱系,人物实体,1,由越南华侨吴庚南及畅如兄弟始建于清末光绪年间
,,,,,,,,,,entity:ddfb0e40ef6d607d,吴慎德堂,文化空间谱系,文化空间实体,1,后改为“吴慎德堂”
,,,,,,,,,,entity:12379015e6ea9aeb,双耳屋,文化空间谱系,文化空间实体,1,保存比较完整的双耳屋
,,,,,,,,,,entity:dbc1aa1dc7f51c0a,家族记忆,历史记忆谱系,历史记忆实体,1,展示九江镇吴姓家族的故事
,,,,,,,,,,entity:48eb2e341e37163e,古色古香,体验主题,评论体验主题,1,喜欢古色古香的朋友可以来看看
,,,,,,,,,,entity:fbafaf970c9a8bc1,九江历史文化展映,体验主题,评论体验主题,1,里面陈设了九江历史文化展映
,,,,,,,,,,entity:4da43eb53ab88ebb,百年老粮仓,文化空间谱系,文化空间实体,1,这里由百年老粮仓改造而成
,,,,,,,,,,entity:eb4aeab3cb45e012,岭南水乡,岭南地方性谱系,岭南地方性实体,2,完美融合了岭南水乡的静谧与文艺气息；岭南水乡
,,,,,,,,,,entity:87f55e30c437224b,红砖碧瓦,文化空间谱系,文化空间实体,1,小桥流水、红砖碧瓦
,,,,,,,,,,entity:6c389752a363d242,米仓艺术空间,文化空间谱系,文化空间实体,1,米仓艺术空间 怀旧电影感拿捏了
,,,,,,,,,,entity:b8e9bd6e716a311b,西瓜小姐环球梦之旅展览,体验主题,评论体验主题,1,恰逢夏漖粮园园区内正有西瓜小姐的展览
,,,,,,,,,,entity:5b76dbc343a34f91,3D 画互动,体验主题,评论体验主题,1,可以沉浸式与 3D 画互动
,,,,,,,,,,entity:6c1e2013f287ba7d,香纂茶道,体验主题,评论体验主题,1,体验香纂茶道 静心练字超治愈
,,,,,,,,,,entity:8d92abc6d688a86e,青铜镜,非遗民俗谱系,非遗民俗实体,1,成为了青铜镜艺术的殿堂
,,,,,,,,,,entity:e06c448b447961ba,经幢碑刻,文化空间谱系,文化空间实体,1,收藏了古代青铜器、汉唐陶器、琉璃古珠、经幢碑刻
,,,,,,,,,,entity:aaa03fa384f4bad6,宋徽宗,人物谱系,人物实体,1,博物馆以金石收藏大家宋徽宗的年号“大观”命名
,,,,,,,,,,entity:6acd7bb2a97a14ee,丁方忠,人物谱系,人物实体,1,由民营企业家丁方忠及其弟弟丁芳桂创建
,,,,,,,,,,entity:1d7c1a1f3acdd8a3,醒狮,非遗民俗谱系,非遗民俗实体,3,从小看舞狮，第一次看见在水上打擂；每天有定时三次的醒狮表演；无醒狮，不西樵...精彩绝伦的舞狮表演
,,,,,,,,,,entity:b0bbcaf0f5347e0c,黄飞鸿醒狮的看台,文化空间谱系,文化空间实体,1,那边还有一个黄飞鸿醒狮的看台，每年都有比赛看的
,,,,,,,,,,entity:74e3a252bf370988,水上擂台,体验主题,评论体验主题,1,第一次看见在水上打擂，有点小刺激
,,,,,,,,,,entity:e908f777917e6426,孝德文化,历史记忆谱系,历史记忆实体,1,系一个主题公园——孝德文化宣传
,,,,,,,,,,entity:287fe7f122a85dd6,孔子,人物谱系,人物实体,1,主要景点有...孔子广场
,,,,,,,,,,entity:87f12d449a8b84a1,镬耳屋,岭南地方性谱系,岭南地方性实体,2,孝德桥用左南方镬耳屋风格；康大师的故居就是一间不算大的岭南传统的老式镬耳屋
,,,,,,,,,,entity:fa838aaea03f50ab,烧番塔,非遗民俗谱系,非遗民俗实体,1,主要景点有...烧番塔
,,,,,,,,,,entity:a50c6783840486ea,姚大宁,人物谱系,人物实体,1,为数不多的文武双全的状元姚大宁
,,,,,,,,,,entity:a99a258a78ca9a7c,佛山里水威水史,历史记忆谱系,历史记忆实体,1,一楼这边的就是佛山里水威水史
