place_id,place_name,poi_id,town,category,review_count,selected_review_count,cultural_recognition,integration_judgement,entity_count,entity_id,name,entity_type,label,place_count,evidence_examples
,,,,,,,,,,entity:4a7da6c8a9a84b81,民俗民风,岭南地方性谱系,岭南地方性实体,1,大多数是关于佛山里水这边的一些民俗民风
,,,,,,,,,,entity:9df1e206b5227266,古风唐建筑风格,文化空间谱系,文化空间实体,1,遵循的是古风唐建筑的风格
,,,,,,,,,,entity:840e2989a4d069ff,清光绪十九年,历史记忆谱系,历史记忆实体,1,庆云洞始建于清光绪十九年（1894 年）
,,,,,,,,,,entity:e8bd9651f6745bcf,善信道长,人物谱系,人物实体,1,由善信道长遵循祖师之命而建
,,,,,,,,,,entity:9f942850741111e9,抗日战争,历史记忆谱系,历史记忆实体,2,抗日战争和解放战争时期，中共粤中纵队第六支队的指挥部便在庆云洞中；以纪念抗日战争胜利
,,,,,,,,,,entity:ecb02ec3b41cdc9d,中共粤中纵队第六支队,历史记忆谱系,历史记忆实体,1,中共粤中纵队第六支队的指挥部便在庆云洞中
,,,,,,,,,,entity:ca1f4e2c7df1b4e6,道观,文化空间谱系,文化空间实体,1,是依山而建的中型道观
,,,,,,,,,,entity:660346f225b26039,纯阳宝典,文化空间谱系,文化空间实体,1,道观主殿纯阳宝典和慈帝殿
,,,,,,,,,,entity:d7c4024f773a0e89,慈帝殿,文化空间谱系,文化空间实体,1,道观主殿纯阳宝典和慈帝殿
,,,,,,,,,,entity:f0a593864b9b8534,吕祖殿,文化空间谱系,文化空间实体,1,配有吕祖殿、三清殿、藏经阁等建筑
,,,,,,,,,,entity:1f501258e2746a7e,三清殿,文化空间谱系,文化空间实体,1,配有吕祖殿、三清殿、藏经阁等建筑
,,,,,,,,,,entity:49f52b56216b192a,藏经阁,文化空间谱系,文化空间实体,1,配有吕祖殿、三清殿、藏经阁等建筑
,,,,,,,,,,entity:59986c36733341a1,元辰殿,文化空间谱系,文化空间实体,1,道观外一侧高台上的元辰殿和财神殿是现代所建
,,,,,,,,,,entity:34c3ebf9978b1d65,财神殿,文化空间谱系,文化空间实体,1,道观外一侧高台上的元辰殿和财神殿是现代所建
,,,,,,,,,,entity:e7b97d3f446ef203,南天福地牌坊,文化空间谱系,文化空间实体,1,南天福地牌坊：3 洞石牌坊，匾额“南天福地”
,,,,,,,,,,entity:0d07bfd0f4e76035,土地公,非遗民俗谱系,非遗民俗实体,1,土地公：主祀土地公的路边小佛龛
,,,,,,,,,,entity:765e839b0b738552,永固亭,文化空间谱系,文化空间实体,1,永固亭：四角亭
,,,,,,,,,,entity:51eeeb26b96f5d19,维新,历史记忆谱系,历史记忆实体,1,在这里初步形成了维新思想体系
,,,,,,,,,,entity:d06313124b842fdf,百日维新,历史记忆谱系,历史记忆实体,1,康有为又称康南海，百日维新的代表人物
,,,,,,,,,,entity:be509bea1a571be4,大同书,历史记忆谱系,历史记忆实体,1,撰写了著名的论著《大同书》初稿
,,,,,,,,,,entity:a580e4dc046d981c,三间两廊,岭南地方性谱系,岭南地方性实体,1,这是一间岭南特色的屋，三间两廊的建筑结构
,,,,,,,,,,entity:a0670c3ecc298896,康氏宗祠,文化空间谱系,文化空间实体,1,由康有为纪念馆、康有为故居、康氏宗祠...等主要建筑组成
,,,,,,,,,,entity:e4f3fb8b12d7b060,澹如楼,文化空间谱系,文化空间实体,1,康有为故居由...澹如楼、松轩、荷塘等主要建筑和景区组成
,,,,,,,,,,entity:a2c4a70173e87929,延香古屋,文化空间谱系,文化空间实体,1,康有为故居又名延香古屋
,,,,,,,,,,entity:d83c87b53c45861a,清代民宅,历史记忆谱系,历史记忆实体,1,是珠江三角洲典型的清代民宅
,,,,,,,,,,entity:5720fff3b112ff31,百年旧宅,历史记忆谱系,历史记忆实体,1,康有为称之为百年旧宅
,,,,,,,,,,entity:3e675591ec46d659,康园,文化空间谱系,文化空间实体,1,看到这边有个庭院写着康园，是古式小庭院
,,,,,,,,,,entity:cbba4bec3f779a12,巨人的肩膀,文化空间谱系,文化空间实体,1,还有一座很大的康有为的半身雕像，雕像作品名叫巨人的肩膀
,,,,,,,,,,entity:ac0d5f12a2e0a795,非遗项目,非遗民俗谱系,非遗民俗实体,1,景区里有非遗项目
,,,,,,,,,,entity:5f5e360e2ccba011,划龙舟体验,体验主题,评论体验主题,1,体验一次划龙舟还是挺好玩的，很有意义
,,,,,,,,,,entity:e3702972835b3fd4,认识和亲近昆虫,体验主题,评论体验主题,1,让小朋友认识和亲近昆虫
,,,,,,,,,,entity:0457c5eceb50088b,观察蚂蚁洞穴规律,体验主题,评论体验主题,1,可以从切面看蚂蚁洞穴的规律
,,,,,,,,,,entity:f6599462b7907351,花灯节,体验主题,评论体验主题,1,特定节日还有灯展
,,,,,,,,,,entity:7fabfeaae750b291,灯饰,体验主题,评论体验主题,1,晚上加上灯饰更漂亮
,,,,,,,,,,entity:803bf3f4087eae35,湿地科普,体验主题,评论体验主题,1,湿地科普区
,,,,,,,,,,entity:0bd622bb062ff14b,晨练,体验主题,评论体验主题,1,早上起来晨练还是比较好的选择
,,,,,,,,,,entity:4638e164d9c1ac3b,梁姓,历史记忆谱系,历史记忆实体,1,顺德大都村有一半的村民姓梁
,,,,,,,,,,entity:5940ff53024b7fb1,祠堂,文化空间谱系,文化空间实体,1,村里的四座梁姓祠堂中，梁氏大宗祠为最大
,,,,,,,,,,entity:eb0e6b39a1116fda,六百年前,历史记忆谱系,历史记忆实体,1,这座祠堂初建于六百年前
,,,,,,,,,,entity:311b45356db2c9d0,重修,历史记忆谱系,历史记忆实体,1,二十年前经过一次重修
,,,,,,,,,,entity:faa928bb0f8eb11f,打铁花,非遗民俗谱系,非遗民俗实体,1,有打铁花
,,,,,,,,,,entity:2451c674c4ec3491,篝火舞,非遗民俗谱系,非遗民俗实体,1,千人篝火舞让大家玩的不亦乐乎
,,,,,,,,,,entity:214e1546e10db16c,夜间游乐体验,体验主题,评论体验主题,1,晚上也好热闹...有玩不完的项目
,,,,,,,,,,entity:b867dfc0c3b0e10f,夜景观赏,体验主题,评论体验主题,1,晚上风景很好
,,,,,,,,,,entity:64c5fc7dd9d5d404,岭南水乡风情,岭南地方性谱系,岭南地方性实体,2,揽郁水园、富寿园、龙情园、书香园之岭南水乡风情；融入农田机理与岭南水乡风情
,,,,,,,,,,entity:bc816c379a3abcfb,三英战吕布,历史记忆谱系,历史记忆实体,1,个大型实景历史马战表演三英战吕布
,,,,,,,,,,entity:5d611e3ba996f390,丝竹管乐,非遗民俗谱系,非遗民俗实体,1,艺术河畔，抚丝竹管乐
,,,,,,,,,,entity:f0a300149ff886df,琴棋对弈,岭南地方性谱系,岭南地方性实体,1,观琴棋对弈
,,,,,,,,,,entity:51b0ab32bcec6328,烟花爆竹,体验主题,评论体验主题,1,我自己去樵山文化中心 A 区烟花爆竹
,,,,,,,,,,entity:85654e01b35ad6fa,南海西樵太平沙渔民,历史记忆谱系,历史记忆实体,1,村民都是 150 多年前从南海西樵太平沙过来的渔民
,,,,,,,,,,entity:897b873e7b1d1762,粤式生活,岭南地方性谱系,岭南地方性实体,1,与世无争的生活如田园诗一样悠闲、像田园画一样明快
,,,,,,,,,,entity:f17b0b22241bfe6f,地方饮食,岭南地方性谱系,岭南地方性实体,1,一个是虾，一个是狗，当然这名气也是吃出来的
,,,,,,,,,,entity:28c94ff760e28e0b,明朝正统年间,历史记忆谱系,历史记忆实体,1,建村于明朝的正统年间，至今已有近六百年的历史了
,,,,,,,,,,entity:ff331764d4ff2434,清朝乾隆年间,历史记忆谱系,历史记忆实体,1,到了清朝的乾隆年间，有学问的人便把里海村更名为烟桥村
,,,,,,,,,,entity:ee4cc488399b413d,岭南古村,岭南地方性谱系,岭南地方性实体,1,传统岭南古村
,,,,,,,,,,entity:33f7e94704e1dd57,清代建筑,文化空间谱系,文化空间实体,1,大部分的建筑还是保留清代时期的
,,,,,,,,,,entity:4ca6e866e343184c,旗杆夹,文化空间谱系,文化空间实体,1,保留着石板路，旗杆夹，古牌坊
,,,,,,,,,,entity:37c41749c05eb6fb,古牌坊,文化空间谱系,文化空间实体,1,保留着石板路，旗杆夹，古牌坊
,,,,,,,,,,entity:4e08e09419fa1f22,书社,文化空间谱系,文化空间实体,1,古牌坊，书社，大榕树
,,,,,,,,,,entity:ab96d96e044843bf,何氏家族,历史记忆谱系,历史记忆实体,1,这条村的村民基本都是姓何的
,,,,,,,,,,entity:61272b12a338aab8,明清时期建筑风格,历史记忆谱系,历史记忆实体,1,至今仍保留明清时期建筑风格
,,,,,,,,,,entity:f9b6295527c2b262,道教宫观,文化空间谱系,文化空间实体,1,这座玉虚宫是一座是道教宫观
,,,,,,,,,,entity:d71fb183eb091e8b,姚氏和李氏家族宗祠,文化空间谱系,文化空间实体,1,这里还是姚氏和李氏家族宗祠的所在地
,,,,,,,,,,entity:3ca593cbfe3052cb,岭南建筑,岭南地方性谱系,岭南地方性实体,2,在屋檐上面也是比较传统的岭南建筑；属典型的晚清岭南建筑
,,,,,,,,,,entity:ca3d2ac1c285affc,古迹,文化空间谱系,文化空间实体,1,玉虚宫是村内唯一古迹
,,,,,,,,,,entity:14ef5dd98bb64f7d,浮雕艺术,非遗民俗谱系,非遗民俗实体,1,古朴艺术结合浮雕艺术，可以看出匠人技艺超群
,,,,,,,,,,entity:e4dd09cdabef875d,怀古,体验主题,评论体验主题,1,怀古，就来这里找寻灵感吧
,,,,,,,,,,entity:0ac48d694e3492db,传统历史建筑,文化空间谱系,文化空间实体,1,但也保留了传统历史建筑
,,,,,,,,,,entity:d52e117d18f4342a,亲子周边游,体验主题,评论体验主题,1,推荐亲子周边游
,,,,,,,,,,entity:d136518f6172e560,玩水,体验主题,评论体验主题,1,单是玩水的话
,,,,,,,,,,entity:1d1a3a61135c8957,游乐设施,体验主题,评论体验主题,1,游乐设施比较少
,,,,,,,,,,entity:ab37bcc118747abe,端午,非遗民俗谱系,非遗民俗实体,1,每年一到端午就有赛龙舟
,,,,,,,,,,entity:b54e2cbecdb258e8,赛龙舟,体验主题,评论体验主题,1,每年一到端午就有赛龙舟
,,,,,,,,,,entity:65ec2b0529a4249d,亲子游,体验主题,评论体验主题,1,适合亲子游，团建
,,,,,,,,,,entity:dd62715941c435ea,露营烧烤,体验主题,评论体验主题,1,露营 烧烤好去处
,,,,,,,,,,entity:56a31c5afa484869,水上项目,体验主题,评论体验主题,1,水上项目很过瘾
,,,,,,,,,,entity:13d5554a848411d4,霍韬,人物谱系,人物实体,1,相传是明代中期礼部尚书霍韬的重孙霍尚守所建
,,,,,,,,,,entity:493d85e8458e30db,曹松,人物谱系,人物实体,1,由晚唐诗人、校书郎曹松开辟，他在此教当地人种茶
,,,,,,,,,,entity:b36579d1976ba7ef,岭南第一个产茶区,历史记忆谱系,历史记忆实体,1,成为岭南第一个产茶区
,,,,,,,,,,entity:b1757880a0b55b3d,茶仙,历史记忆谱系,历史记忆实体,1,北归后被当地奉为茶仙
,,,,,,,,,,entity:b605cee5b78a02b7,遇仙桥典故,历史记忆谱系,历史记忆实体,1,以纪念他年轻时在此遇到仙妇点拨，后于此隐居著书
,,,,,,,,,,entity:580b36c4bc72f94a,玉岩题刻,文化空间谱系,文化空间实体,1,“玉岩”题刻下的石洞
,,,,,,,,,,entity:2bd3fb647cfb0b31,翠微石室,文化空间谱系,文化空间实体,1,沿途有：①翠微石室
,,,,,,,,,,entity:91f940cdd52a9bb1,遇仙桥,文化空间谱系,文化空间实体,1,③遇仙桥：长 4 米的简易平板桥
,,,,,,,,,,entity:50f2c203ca3a63b0,飞玉台,文化空间谱系,文化空间实体,1,⑤飞玉台：山崖边的
,,,,,,,,,,entity:248be40290dbf2eb,百步梯,文化空间谱系,文化空间实体,1,明清两代有“百步梯”石路直通山
,,,,,,,,,,entity:3d7f02d7068a4852,观景摄影,体验主题,评论体验主题,2,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区；是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区
,,,,,,,,,,entity:f1d4574701c6fa89,登山健身,体验主题,评论体验主题,2,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区；是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区
,,,,,,,,,,entity:e6dadfc97628f439,拜佛祈福,体验主题,评论体验主题,1,是集观景摄影、登山健身、赏花游湖、拜佛祈福于一体的登山类景区
,,,,,,,,,,entity:fcb7ebd408592eca,纳凉散步,体验主题,评论体验主题,1,很多人晚上吃了饭过来散步，乘凉
,,,,,,,,,,entity:ce6ec174560b3208,亲子体验,体验主题,评论体验主题,1,带着小朋友还是来玩了很幼稚的碰碰车啊
,,,,,,,,,,entity:34194652794c8a0f,魁星阁,文化空间谱系,文化空间实体,1,特别是魁星阁，这座仿古塔楼以其独特的岭南风格和 60 米的高度，成为了公园的标志性建筑
,,,,,,,,,,entity:b6654b2afe5112b2,岭南风格,岭南地方性谱系,岭南地方性实体,1,以其独特的岭南风格和 60 米的高度
,,,,,,,,,,entity:44f970b127042660,佛山历史文化,历史记忆谱系,历史记忆实体,1,展示了佛山的历史文化和风土人情
,,,,,,,,,,entity:1a89f09a1f0cd892,南海地区文化展览,体验主题,评论体验主题,1,楼阁每层都有南海地区文化展览
,,,,,,,,,,entity:4b718b3e5cb3385b,砖雕,非遗民俗谱系,非遗民俗实体,1,围栏外墙有砖雕，每幅都有古仔讲架
,,,,,,,,,,entity:a196c901ea461eea,拍拍照,体验主题,评论体验主题,1,拍拍照，惬意、舒适
,,,,,,,,,,entity:eb91cb21aef2b268,跳舞打球,体验主题,评论体验主题,1,晚上好多人跳舞打球
,,,,,,,,,,entity:edb487db03fc1554,石泉书院,文化空间谱系,文化空间实体,1,石泉书院：由明代中期礼部尚书方献夫建于明正德十一年
,,,,,,,,,,entity:fc5b37406a43fefb,御书楼,文化空间谱系,文化空间实体,1,嘉靖十三年（1534 年）扩建御书楼以珍藏御赐书籍
,,,,,,,,,,entity:632f586539b8bd62,张居正,人物谱系,人物实体,1,在明万历七年（1579 年）张居正诏毁天下书院运动时后逐渐荒废
,,,,,,,,,,entity:0bfeb64d1f3b1ebb,胜利亭,文化空间谱系,文化空间实体,1,胜利亭：建于民国三十六年（1947 年）的四角亭，以纪念抗日战争胜利
,,,,,,,,,,entity:8ae6d9e2fa2641b4,蟹眼泉,文化空间谱系,文化空间实体,1,蟹眼泉：因 2 个泉眼似螃蟹眼睛转动而得名，半月形石堤建于清代
,,,,,,,,,,entity:6c470b84f0184ca1,珠江文明,岭南地方性谱系,岭南地方性实体,2,是广东四大名山之一、珠江文明的发源地；是广东四大名山之一、珠江文明的发源地
,,,,,,,,,,entity:b99792d0a190ab87,耕读田园,体验主题,评论体验主题,1,公园以“耕读田园”为主题
,,,,,,,,,,entity:4e502d58efe18c09,沙水古村,文化空间谱系,文化空间实体,1,有沙水古村，有湿地，有大片的花圃
,,,,,,,,,,entity:50628bda15033127,孙中山,人物谱系,人物实体,1,历史上留有孙中山、宋庆龄等名人足迹
,,,,,,,,,,entity:3756d60a56afb0bd,宋庆龄,人物谱系,人物实体,1,历史上留有孙中山、宋庆龄等名人足迹
,,,,,,,,,,entity:feee2d150fc4a54e,中国蝶翅第一画,体验主题,评论体验主题,1,"设有包含 85 种蝴蝶的蝴蝶园和 38 米长的""中国蝶翅第一画""画廊"
,,,,,,,,,,entity:42d715264f96201c,羽化奇观,体验主题,评论体验主题,1,"春夏季节（4 月至 10 月）可观赏蝴蝶破茧成蝶的""羽化奇观"""
,,,,,,,,,,entity:8bc14298df4d38ba,悬索桥,体验主题,评论体验主题,1,悬索桥成为网红打卡点
,,,,,,,,,,entity:5d691426f9eebcfd,粤语,岭南地方性谱系,岭南地方性实体,1,整场对白都是粤语
,,,,,,,,,,entity:168fad6c4836129f,西关大屋,文化空间谱系,文化空间实体,1,仿造了西关大屋建筑群
,,,,,,,,,,entity:08854a3ea7771462,九龙城寨,文化空间谱系,文化空间实体,1,分清宫、九龙城寨...等部分
,,,,,,,,,,entity:ebc86a43879f5544,抗战,历史记忆谱系,历史记忆实体,1,刚好 有剧组在拍抗战戏
,,,,,,,,,,entity:0aa6d5217e06a754,岭南地区,岭南地方性谱系,岭南地方性实体,1,了解到近代岭南地区的发展历程
,,,,,,,,,,entity:c0620d0596497fef,明朝,历史记忆谱系,历史记忆实体,1,始建于明朝
,,,,,,,,,,entity:f249935dd9687527,南粤四大名寺,文化空间谱系,文化空间实体,1,为南粤四大名寺之一
,,,,,,,,,,entity:6ae25f9569d432dd,明代建筑风格,文化空间谱系,文化空间实体,1,以 61.9 米高的南海观音铜像和明代建筑风格著称
,,,,,,,,,,entity:bd96a5b47fb9e224,南海观音文化苑,文化空间谱系,文化空间实体,1,接著，我們將參觀南海觀音文化苑，讓孩子們感受傳統文化的神聖與寧靜
,,,,,,,,,,entity:42ff5c46e9c2f299,西樵山,历史记忆谱系,历史记忆实体,1,這座擁有豐富自然與歷史的名山，將成為我們親子遊的最佳背景
,,,,,,,,,,entity:0f30286cdcd5720c,南海观音,文化空间谱系,文化空间实体,1,礼佛的那尊南海观音很有气势
,,,,,,,,,,entity:bc337baaac21c424,宝峰寺,文化空间谱系,文化空间实体,2,我首先去看了南海观音和宝峰寺；景区分宝峰寺、九龙岩、翠岩、桃花园、茶花园、白云洞
,,,,,,,,,,entity:e10abef12041b82d,书院,文化空间谱系,文化空间实体,1,有庙、南海观音、道观、书院
,,,,,,,,,,entity:7167843899478aee,明清采石场,历史记忆谱系,历史记忆实体,1,后山是明清时候的采石场
,,,,,,,,,,entity:f639aec452213fbe,西樵山文化,历史记忆谱系,历史记忆实体,1,形成独特的“西樵山文化”，开创了珠江文明之先河
,,,,,,,,,,entity:1f0bb4720f4aa624,四方竹,岭南地方性谱系,岭南地方性实体,1,关于这个竹子的由来是跟一个爱情故事相关的
,,,,,,,,,,entity:492909145eb10465,桃花源记,历史记忆谱系,历史记忆实体,1,眼前的景象正如陶渊明的桃花源记所描绘的
,,,,,,,,,,entity:3d8d2b6e23b78d35,紫姑井,历史记忆谱系,历史记忆实体,1,紫姑庙里有一口紫姑井，边上的介绍神乎其神
,,,,,,,,,,entity:230e4835ffd3ec63,半山扒龙船,非遗民俗谱系,非遗民俗实体,1,早在明代，西樵山上就有＂半山扒龙船＂的民俗活动
,,,,,,,,,,entity:5a75690b26a2811c,西樵山欢乐节,非遗民俗谱系,非遗民俗实体,1,每年重阳节前后，天湖还举行西樵山欢乐节
,,,,,,,,,,entity:029e98ca67534feb,观龙楼,文化空间谱系,文化空间实体,1,湖南高踞一座观龙楼，是为民间赛龙舟活动而兴建的
,,,,,,,,,,entity:27fe369a16982589,西樵山地质公园博物馆,文化空间谱系,文化空间实体,1,西樵山地质公园博物馆（观龙楼）：建于 1980 年的双层楼，室内不开放
,,,,,,,,,,entity:e551c1838bb1ecb9,白云洞,文化空间谱系,文化空间实体,1,一路可观光飞流直下三千尺，白云洞等景点
,,,,,,,,,,entity:bef480e9811f2c8f,观音像,文化空间谱系,文化空间实体,1,在某一段湖边还能望见观音像
,,,,,,,,,,entity:8f45f3d8ef39fc04,云端村,文化空间谱系,文化空间实体,1,有一云端村，为西樵山山顶七村之一
,,,,,,,,,,entity:fb2245a863c39f00,明代,历史记忆谱系,历史记忆实体,1,早在明代，西樵山上就有＂半山扒龙船＂的民俗活动
,,,,,,,,,,entity:d77de866b0d601a3,民族特色小构建筑,岭南地方性谱系,岭南地方性实体,1,这些富有民族特色的小构建筑，把天湖山水点缀得分外妖娆
,,,,,,,,,,entity:d0f52e3dccb61fbd,田园生活,岭南地方性谱系,岭南地方性实体,1,直入村舍体会桃花园里有人家的田园生活
,,,,,,,,,,entity:89c1119b6ba21e18,激光梦幻水幕电影,体验主题,评论体验主题,1,天湖公园还配套建有新奇、独特的＂激光梦幻水幕电影＂
,,,,,,,,,,entity:bb37b7deb56bd6d0,黄大仙,人物谱系,人物实体,1,里面主要供奉黄大仙、吕洞宾及王重阳三位圣像
,,,,,,,,,,entity:6418e0768ca14729,吕洞宾,人物谱系,人物实体,1,里面主要供奉黄大仙、吕洞宾及王重阳三位圣像
,,,,,,,,,,entity:fdfcb73a085a7c87,王重阳,人物谱系,人物实体,1,里面主要供奉黄大仙、吕洞宾及王重阳三位圣像
,,,,,,,,,,entity:042d47d277e79e49,地藏王,人物谱系,人物实体,1,代表传统文化的黄大仙词、地藏王殿
,,,,,,,,,,entity:7eed38cad2e8b812,财神,人物谱系,人物实体,1,财神殿的纯银聚宝盆重达 100 公斤
,,,,,,,,,,entity:99dda94f73af2f94,寺庙,文化空间谱系,文化空间实体,1,有一座同名的寺庙
,,,,,,,,,,entity:e60a9ed13bde4092,影视基地,文化空间谱系,文化空间实体,1,有各种风格建筑、街景的影视基地
,,,,,,,,,,entity:aa57fe5e31676ae2,道家,历史记忆谱系,历史记忆实体,1,道家之地，前来拜拜的人一半多
,,,,,,,,,,entity:d8ff2a7f0a9af3fd,信俗,非遗民俗谱系,非遗民俗实体,1,你们有没有去拜过黄大仙啊，很灵的
,,,,,,,,,,entity:f12e1d1b7218b9db,打卡,体验主题,评论体验主题,1,打卡好去处
,,,,,,,,,,entity:f17af7640e208d70,水乡人家,岭南地方性谱系,岭南地方性实体,1,以“生态花岛 + 水乡人家”为主题的生态旅游度假区
,,,,,,,,,,entity:313f95dede8402a7,古村落,文化空间谱系,文化空间实体,1,古村落很干净
,,,,,,,,,,entity:070a847175d56e12,农家菜,岭南地方性谱系,岭南地方性实体,1,性价比不错的本地菜农庄
,,,,,,,,,,entity:8579664c4a37aaa0,田间风光,体验主题,评论体验主题,1,一边踩车一边感受田间风光
,,,,,,,,,,entity:ae73711a9042275a,陈铁军,人物谱系,人物实体,1,是专门为纪念革命先烈陈铁军夫妇二人而设立的纪念公园
,,,,,,,,,,entity:9dfb92a96f3ce61c,纪念馆,文化空间谱系,文化空间实体,1,有一尊塑像和陈铁军的一个纪念馆
,,,,,,,,,,entity:ece299009af4e44a,陈列和展览,体验主题,评论体验主题,1,里面的陈列和展览都非常有珍贵的历史意义
,,,,,,,,,,entity:c8d9101cb334f1f1,历史意义,历史记忆谱系,历史记忆实体,1,非常有珍贵的历史意义
,,,,,,,,,,entity:ec5069cec1c8287d,岭南风情,岭南地方性谱系,岭南地方性实体,1,感受岭南风情
,,,,,,,,,,entity:08452131c52541cb,学霸,历史记忆谱系,历史记忆实体,1,据说这里产生过很多的学霸
,,,,,,,,,,entity:235731a4511ce47b,风水,历史记忆谱系,历史记忆实体,1,风水肯定也不错
,,,,,,,,,,entity:d1b1a50cc5c27e75,赏景,体验主题,评论体验主题,1,周末可以来这边赏景
,,,,,,,,,,entity:c93ef63d56bc25ba,龙母庙,文化空间谱系,文化空间实体,1,历史超 160 年的龙母庙也在园内，香火很旺
,,,,,,,,,,entity:be798eef314264c7,黄氏家族,人物谱系,人物实体,1,祠堂内陈列着黄氏家族的历史资料
,,,,,,,,,,entity:2a555263b244f344,木雕,非遗民俗谱系,非遗民俗实体,1,祠内外饰石雕、木雕、灰塑、壁画等
,,,,,,,,,,entity:b3ccf45b31347e82,灰塑,非遗民俗谱系,非遗民俗实体,1,木雕、砖雕、灰塑工艺精湛
,,,,,,,,,,entity:f71274e2bdff4f73,抗日游击干部训练班,历史记忆谱系,历史记忆实体,1,1939 年，中共一区区委曾在此举办抗日游击干部训练班
,,,,,,,,,,entity:4b9a4cf9655f51f4,宗族文化,历史记忆谱系,历史记忆实体,1,是探寻传统宗族文化与市井烟火的好去处
,,,,,,,,,,entity:95601d953a3c9f47,黄麒英,人物谱系,人物实体,1,为了纪念一代武学宗師黄麒英，黄飞鸿父子
,,,,,,,,,,entity:35763f8c9ec1a2e6,莫桂兰,人物谱系,人物实体,1,介绍了他和第四位夫人莫桂兰的情况
,,,,,,,,,,entity:fd35a93081ebe6fe,十三姨,人物谱系,人物实体,1,知道了电影中的十三姨和现实中的完全不一样
,,,,,,,,,,entity:4b181cd8e4214733,林世荣,人物谱系,人物实体,1,猪肉荣（林世荣）耍起铁线拳的照片还挺帅滴
,,,,,,,,,,entity:30bea091f51ca997,关德兴,人物谱系,人物实体,1,关德兴纪念堂
,,,,,,,,,,entity:a53a7f7a466e9067,广东十虎,人物谱系,人物实体,1,武林的“广东十虎”名师像亭
,,,,,,,,,,entity:28fa12ae8b298251,武术,非遗民俗谱系,非遗民俗实体,1,每天设有四场武术和醒狮表演
,,,,,,,,,,entity:1df69c2b5db900b3,铁线拳,非遗民俗谱系,非遗民俗实体,1,猪肉荣（林世荣）耍起铁线拳的照片
,,,,,,,,,,entity:b9db624a80022bc7,舞龙,非遗民俗谱系,非遗民俗实体,1,功夫、舞龙、舞狮等传统项目
,,,,,,,,,,entity:3e4bb06e189a5f53,采青,非遗民俗谱系,非遗民俗实体,1,但是采青和跳桩的确实很精彩啊
,,,,,,,,,,entity:943ca22c51773919,黄氏宗祠,文化空间谱系,文化空间实体,1,馆址为黄飞鸿故居附近的黄氏宗祠原址
,,,,,,,,,,entity:611a4c35be601ada,黄飞鸿故居,文化空间谱系,文化空间实体,1,馆内分设有黄飞鸿故居
,,,,,,,,,,entity:edc9bbbde6ff45e9,宝芝林堂,文化空间谱系,文化空间实体,1,馆内分设有...宝芝林堂
,,,,,,,,,,entity:9fa252274d3c28fe,岭南古建筑,文化空间谱系,文化空间实体,1,显现出清末岭南古建筑的风貌，飞檐斗拱，绿瓦灰墙
,,,,,,,,,,entity:c916f68f3bc01009,南海县,历史记忆谱系,历史记忆实体,1,起源于南海县
,,,,,,,,,,entity:46fd7d68969d3ce9,广东,岭南地方性谱系,岭南地方性实体,1,醒狮就在广东出现
