source,target,relation,weight
一年,技艺,共现关联,0.6
书馆,粤剧,共现关联,0.6
歌曲,珠江,共现关联,0.6
南海市,城市,共现关联,0.6
文艺,范围,共现关联,0.6
南海市,歌曲,共现关联,0.6
南海,康有为故居,共现关联,0.6
先生,国画,共现关联,0.6
书馆,岭南,共现关联,0.6
书馆,文艺,共现关联,0.6
文艺,罗村,共现关联,0.6
岭南,文艺,共现关联,0.6
民国,龙舟,共现关联,0.6
乾隆,尚书,共现关联,0.6
年代,文艺,共现关联,0.6
佛市,文艺,共现关联,0.6
木雕,龙舟,共现关联,0.6
平洲,歌曲,共现关联,0.6
九江,乡村,共现关联,0.6
九江,国画,共现关联,0.6
城区,盐步,共现关联,0.6
九江,城市,共现关联,0.6
乡村,现代,共现关联,0.6
南海市,范围,共现关联,0.6
民乐,罗村,共现关联,0.6
草堂,近代,共现关联,0.6
南海县,进士,共现关联,0.6
十年,现代,共现关联,0.6
武术,龙舟,共现关联,0.6
乡村,城区,共现关联,0.6
八年,官山,共现关联,0.6
南海县,工艺,共现关联,0.6
城区,西江,共现关联,0.6
光绪,祠堂,共现关联,0.6
宗祠,年代,共现关联,0.6
民国,西江,共现关联,0.6
明代,西江,共现关联,0.6
乡村,广州,共现关联,0.6
草堂,西江,共现关联,0.6
珠江,黄飞鸿,共现关联,0.6
九江,技艺,共现关联,0.6
九江,年代,共现关联,0.6
当年,祠堂,共现关联,0.6
三年,丝织,共现关联,0.6
一年,西樵山,共现关联,0.6
南海县,尚书,共现关联,0.6
年代,道光,共现关联,0.6
六年,草堂,共现关联,0.6
国画,清代,共现关联,0.6
木雕,西江,共现关联,0.6
西江,龙舟,共现关联,0.6
十年,龙舟,共现关联,0.6
年代,范围,共现关联,0.6
技艺,武馆,共现关联,0.6
康有为,龙舟,共现关联,0.6
清朝,进士,共现关联,0.6
举人,宗祠,共现关联,0.6
九江,古村,共现关联,0.6
古村,现代,共现关联,0.6
佛山,官窑,共现关联,0.6
一年,书馆,共现关联,0.6
元年,尚书,共现关联,0.6
五年,岭南,共现关联,0.6
十年,草堂,共现关联,0.6
草堂,陈启沅,共现关联,0.6
南海县,岭南,共现关联,0.6
南海县,近代,共现关联,0.6
三年,陈启沅,共现关联,0.6
尚书,年间,共现关联,0.6
四年,陈启沅,共现关联,0.6
七年,学堂,共现关联,0.6
年代,陈启沅,共现关联,0.6
十年,陈启沅,共现关联,0.6
时代,清朝,共现关联,0.6
八年,纺织,共现关联,0.6
三年,纺织,共现关联,0.6
六年,纺织,共现关联,0.6
二年,纺织,共现关联,0.6
丝织,六年,共现关联,0.6
八年,我县,共现关联,0.6
九江镇,纺织,共现关联,0.6
一年,盐步,共现关联,0.6
八年,民乐,共现关联,0.6
一年,丝织,共现关联,0.6
清代,西樵山,共现关联,0.6
五年,孙中山,共现关联,0.6
十年,粤剧,共现关联,0.6
南海县,里水镇,共现关联,0.6
梁启超,近代,共现关联,0.6
康有为,道光,共现关联,0.6
八年,草堂,共现关联,0.6
三年,草堂,共现关联,0.6
九江,梁启超,共现关联,0.6
书院,云泉仙馆,共现关联,0.6
八年,多年,共现关联,0.6
康有为,当年,共现关联,0.6
广州市,青年,共现关联,0.6
书院,时代,共现关联,0.6
书院,当年,共现关联,0.6
广州市,民国,共现关联,0.6
学堂,岭南,共现关联,0.6
举人,清代,共现关联,0.6
四年,官窑,共现关联,0.6
广东,我县,共现关联,0.6
官窑,罗村,共现关联,0.6
戴鸿慈,进士,共现关联,0.6
先生,官窑,共现关联,0.6
朱次琦,进士,共现关联,0.6
七年,铁路,共现关联,0.6
八年,铁路,共现关联,0.6
广州市,当年,共现关联,0.6
八年,青年,共现关联,0.6
广州市,郊区,共现关联,0.6
广州,我县,共现关联,0.6
年代,石景宜,共现关联,0.6
南海县,多年,共现关联,0.6
多年,龙舟,共现关联,0.6
时代,朱次琦,共现关联,0.6
九江,六年,共现关联,0.6
一年,石景宜,共现关联,0.6
十年,石景宜,共现关联,0.6
乾隆,清朝,共现关联,0.6
南海市,里水镇,共现关联,0.6
官窑,黄少强,共现关联,0.6
南海市,黄少强,共现关联,0.6
南海市,官窑,共现关联,0.6
詹天佑,近代,共现关联,0.6
清朝,铁路,共现关联,0.6
三年,詹天佑,共现关联,0.6
七年,詹天佑,共现关联,0.6
粤剧,黄飞鸿,共现关联,0.6
武术,近代,共现关联,0.6
光绪,梁启超,共现关联,0.6
光绪,詹天佑,共现关联,0.6
我县,清代,共现关联,0.6
书馆,黄飞鸿,共现关联,0.6
一年,黄飞鸿,共现关联,0.6
青年,黄飞鸿,共现关联,0.6
盐步,范围,共现关联,0.6
九江,天主堂,共现关联,0.6
广州,戴鸿慈,共现关联,0.6
三年,戴鸿慈,共现关联,0.6
戴鸿慈,梁启超,共现关联,0.6
三年,西樵山,共现关联,0.6
八年,西樵山,共现关联,0.6
同治,年代,共现关联,0.4
元年,六年,共现关联,0.4
先生,祠堂,共现关联,0.4
三年,北江,共现关联,0.4
同治,多年,共现关联,0.4
同治,晚年,共现关联,0.4
文艺,纺织,共现关联,0.4
珠江,郊区,共现关联,0.4
一年,明代,共现关联,0.4
明代,清朝,共现关联,0.4
明代,道光,共现关联,0.4
五年,明代,共现关联,0.4
乾隆,元年,共现关联,0.4
尚书,祖庙,共现关联,0.4
明代,珠江,共现关联,0.4
工艺,祖庙,共现关联,0.4
乾隆,光绪,共现关联,0.4
木雕,祖庙,共现关联,0.4
年代,祖庙,共现关联,0.4
七年,清代,共现关联,0.4
书院,六年,共现关联,0.4
十年,祖庙,共现关联,0.4
七年,明代,共现关联,0.4
广州,祖庙,共现关联,0.4
城区,清代,共现关联,0.4
时代,清代,共现关联,0.4
五年,当年,共现关联,0.4
宗祠,时代,共现关联,0.4
宗祠,祖庙,共现关联,0.4
佛山,学堂,共现关联,0.4
二年,明代,共现关联,0.4
八年,祖庙,共现关联,0.4
光绪,宗祠,共现关联,0.4
乾隆,城市,共现关联,0.4
岭南,粤剧,共现关联,0.4
佛市,图书馆,共现关联,0.4
书馆,民国,共现关联,0.4
书画,明代,共现关联,0.4
孙中山,石景宜,共现关联,0.4
时代,明代,共现关联,0.4
乾隆,岭南,共现关联,0.4
宗祠,广州,共现关联,0.4
佛山,晚年,共现关联,0.4
晚年,民国,共现关联,0.4
书画,博物馆,共现关联,0.4
孙中山,现代,共现关联,0.4
绘画,陶瓷,共现关联,0.4
国画,工艺,共现关联,0.4
一年,民乐,共现关联,0.4
图书馆,年代,共现关联,0.4
书馆,年代,共现关联,0.4
梁启超,石景宜,共现关联,0.4
先生,工艺,共现关联,0.4
书画,技艺,共现关联,0.4
书画,年间,共现关联,0.4
佛市,工艺,共现关联,0.4
佛市,绘画,共现关联,0.4
国画,明代,共现关联,0.4
时代,民国,共现关联,0.4
举人,书画,共现关联,0.4
三年,书画,共现关联,0.4
乾隆,草堂,共现关联,0.4
书画,近代,共现关联,0.4
十年,技艺,共现关联,0.4
三年,元年,共现关联,0.4
博物馆,时代,共现关联,0.4
技艺,绘画,共现关联,0.4
举人,官山,共现关联,0.4
书画,民国,共现关联,0.4
佛市,年代,共现关联,0.4
书画,同治,共现关联,0.4
晚年,道光,共现关联,0.4
当年,黄少强,共现关联,0.4
城区,铁路,共现关联,0.4
十年,清代,共现关联,0.4
民国,珠江,共现关联,0.4
现代,铁路,共现关联,0.4
四年,工艺,共现关联,0.4
五年,佛山市,共现关联,0.4
六年,尚书,共现关联,0.4
三年,书院,共现关联,0.4
一年,佛山市,共现关联,0.4
草堂,道光,共现关联,0.4
八年,西江,共现关联,0.4
三年,城区,共现关联,0.4
佛山市,光绪,共现关联,0.4
二年,佛山市,共现关联,0.4
学堂,民国,共现关联,0.4
民国,青年,共现关联,0.4
七年,医院,共现关联,0.4
广东,郊区,共现关联,0.4
陶瓷,青年,共现关联,0.4
官山,盐步,共现关联,0.4
公路,广州市,共现关联,0.4
书馆,城区,共现关联,0.4
五年,现代,共现关联,0.4
多年,青年,共现关联,0.4
四年,清朝,共现关联,0.4
公路,珠江,共现关联,0.4
多年,民国,共现关联,0.4
当年,珠江,共现关联,0.4
城市,青年,共现关联,0.4
城市,年代,共现关联,0.4
佛山市,周年,共现关联,0.4
民国,范围,共现关联,0.4
当年,范围,共现关联,0.4
罗村,范围,共现关联,0.4
公路,纺织,共现关联,0.4
佛山市,公路,共现关联,0.4
二年,公路,共现关联,0.4
珠江,铁路,共现关联,0.4
公路,范围,共现关联,0.4
佛市,平洲,共现关联,0.4
珠江,道光,共现关联,0.4
时代,陶瓷,共现关联,0.4
北江,民国,共现关联,0.4
年代,纺织,共现关联,0.4
农村,祠堂,共现关联,0.4
国画,年代,共现关联,0.4
和顺,城区,共现关联,0.4
孙中山,时代,共现关联,0.4
书馆,祖庙,共现关联,0.4
文艺,武术,共现关联,0.4
尚书,铁路,共现关联,0.4
尚书,近代,共现关联,0.4
木雕,粤剧,共现关联,0.4
木雕,近代,共现关联,0.4
书院,龙舟,共现关联,0.4
康有为,现代,共现关联,0.4
文艺,龙舟,共现关联,0.4
九江,博物馆,共现关联,0.4
十年,珠江,共现关联,0.4
珠江,粤剧,共现关联,0.4
周年,城市,共现关联,0.4
城区,城市,共现关联,0.4
先生,文艺,共现关联,0.4
博物馆,草堂,共现关联,0.4
康有为,文艺,共现关联,0.4
图书馆,岭南,共现关联,0.4
元年,学堂,共现关联,0.4
南海市,平洲,共现关联,0.4
平洲,青年,共现关联,0.4
书画,珠江,共现关联,0.4
歌曲,龙舟,共现关联,0.4
明代,近代,共现关联,0.4
佛市,周年,共现关联,0.4
南海市,岭南,共现关联,0.4
乡村,文艺,共现关联,0.4
南海县,歌曲,共现关联,0.4
和顺,歌曲,共现关联,0.4
和顺,文艺,共现关联,0.4
佛市,南海市,共现关联,0.4
南海市,国画,共现关联,0.4
书画,南海市,共现关联,0.4
年间,文艺,共现关联,0.4
南海市,粤曲,共现关联,0.4
当年,文艺,共现关联,0.4
当年,粤剧,共现关联,0.4
文艺,盐步,共现关联,0.4
南海县,时代,共现关联,0.4
乡村,粤剧,共现关联,0.4
乡村,平洲,共现关联,0.4
城市,歌曲,共现关联,0.4
公路,盐步,共现关联,0.4
南海市,罗村,共现关联,0.4
官山,歌曲,共现关联,0.4
年间,草堂,共现关联,0.4
公路,西樵山,共现关联,0.4
博物馆,宗祠,共现关联,0.4
书画,图书馆,共现关联,0.4
年代,黄少强,共现关联,0.4
图书馆,范围,共现关联,0.4
书馆,罗村,共现关联,0.4
年代,铁路,共现关联,0.4
平洲,民乐,共现关联,0.4
民国,草堂,共现关联,0.4
五年,草堂,共现关联,0.4
晚年,现代,共现关联,0.4
年代,粤曲,共现关联,0.4
十年,粤曲,共现关联,0.4
丝织,书院,共现关联,0.4
工艺,民乐,共现关联,0.4
农村,纺织,共现关联,0.4
九江,范围,共现关联,0.4
城区,西樵山,共现关联,0.4
民乐,西樵山,共现关联,0.4
年间,西江,共现关联,0.4
北江,四年,共现关联,0.4
乡村,西江,共现关联,0.4
南海,大岗圩,共现关联,0.4
大岗圩,官山,共现关联,0.4
公路,南海县,共现关联,0.4
年代,民乐,共现关联,0.4
乡村,官山圩,共现关联,0.4
丝织,农村,共现关联,0.4
农村,年间,共现关联,0.4
官山,道光,共现关联,0.4
四年,官山,共现关联,0.4
丝织,范围,共现关联,0.4
丝织,公路,共现关联,0.4
民乐,道光,共现关联,0.4
南海县,我县,共现关联,0.4
书馆,同治,共现关联,0.4
道光,青年,共现关联,0.4
书馆,近代,共现关联,0.4
南海县,西江,共现关联,0.4
近代,道光,共现关联,0.4
八年,周年,共现关联,0.4
八年,尚书,共现关联,0.4
周年,近代,共现关联,0.4
先生,范围,共现关联,0.4
三年,近代,共现关联,0.4
光绪,近代,共现关联,0.4
年代,广州市,共现关联,0.4
岭南,武馆,共现关联,0.4
六年,武馆,共现关联,0.4
北江,民乐,共现关联,0.4
广州,民乐,共现关联,0.4
明代,晚年,共现关联,0.4
工艺,平洲,共现关联,0.4
平洲,年代,共现关联,0.4
乾隆,当年,共现关联,0.4
书画,现代,共现关联,0.4
九江,宗祠,共现关联,0.4
举人,草堂,共现关联,0.4
国画,近代,共现关联,0.4
时代,晚年,共现关联,0.4
国画,康有为,共现关联,0.4
农村,国画,共现关联,0.4
岭南,龙狮,共现关联,0.4
七年,盐步,共现关联,0.4
广州市,龙舟,共现关联,0.4
当年,龙狮,共现关联,0.4
武馆,龙舟,共现关联,0.4
道光,龙舟,共现关联,0.4
技艺,龙舟,共现关联,0.4
青年,龙舟,共现关联,0.4
武术,绘画,共现关联,0.4
武术,祠堂,共现关联,0.4
三年,技艺,共现关联,0.4
技艺,民国,共现关联,0.4
武术,草堂,共现关联,0.4
黄飞鸿,龙狮,共现关联,0.4
珠江,龙狮,共现关联,0.4
现代,龙狮,共现关联,0.4
古村,广州,共现关联,0.4
武术,盐步,共现关联,0.4
佛山市,祠堂,共现关联,0.4
古村,武馆,共现关联,0.4
佛山市,龙狮,共现关联,0.4
佛山,古村,共现关联,0.4
宗祠,民国,共现关联,0.4
官山圩,官山,典籍记载,2.5
康有为故居,康有为,典籍记载,2.5
云泉仙馆,西樵山,典籍记载,2.5
康有为故居,南海,典籍记载,2.5
云泉仙馆,书院,典籍记载,2.5
大岗圩,南海,典籍记载,2.5
大岗圩,官山,典籍记载,2.5
官山圩,乡村,典籍记载,2.5
康有为,康有为故居,关联人物,2.0
康有为,康有为博物馆,关联人物,1.5
康有为,康有为书法艺术院,关联人物,1.5
黄飞鸿,黄飞鸿狮艺武术馆,关联人物,1.5
西樵镇-醒狮之乡,狮舞（广东醒狮）,文化承载,2.0
狮舞（广东醒狮）,西樵镇,传承于,1.5
十番音乐（佛山十番）,桂城街道,传承于,1.5
官窑生菜会,狮山镇,传承于,1.5
灯会（乐安花灯会）,桂城街道,传承于,1.5
九江双蒸酒酿制技艺,九江镇,传承于,1.5
赛龙舟（九江传统龙舟）,九江镇,传承于,1.5
端午节（盐步老龙礼俗）,大沥镇,传承于,1.5
咏春拳（叶问宗支）,桂城街道,传承于,1.5
藤编（大沥）,大沥镇,传承于,1.5
藤编（里水）,里水镇,传承于,1.5
金箔锻造技艺,大沥镇,传承于,1.5
庙会（大仙诞庙会）,西樵镇,传承于,1.5
粤曲,桂城街道,传承于,1.5
糕点制作技艺（九江煎堆）,九江镇,传承于,1.5
九江鱼花生产习俗,九江镇,传承于,1.5
广式家具制作技艺,九江镇,传承于,1.5
洪拳（南海洪拳）,西樵镇,传承于,1.5
龙舟说唱,桂城街道,传承于,1.5
白眉拳,里水镇,传承于,1.5
大头佛,西樵镇,传承于,1.5
南海灰塑,狮山镇,传承于,1.5
叠滘弯道赛龙船,桂城街道,传承于,1.5
平洲传统玉器制作技艺,桂城街道,传承于,1.5
丹灶葛洪炼丹传说,丹灶镇,传承于,1.5
华岳心意六合八法拳,大沥镇,传承于,1.5
西樵传统缫丝技艺,西樵镇,传承于,1.5
龙舟,赛龙舟（九江传统龙舟）,文化关联,2.0
龙舟,龙舟说唱,文化关联,2.0
技艺,九江双蒸酒酿制技艺,文化关联,2.0
技艺,金箔锻造技艺,文化关联,2.0
技艺,糕点制作技艺（九江煎堆）,文化关联,2.0
技艺,广式家具制作技艺,文化关联,2.0
技艺,平洲传统玉器制作技艺,文化关联,2.0
技艺,西樵传统缫丝技艺,文化关联,2.0
云泉仙馆,绮亭陈公祠,同时代,0.5
云泉仙馆,象林塔,同时代,0.5
云泉仙馆,西樵山采石场遗址,同时代,0.5
云泉仙馆,奎光楼,同时代,0.5
云泉仙馆,白云古寺,同时代,0.5
云泉仙馆,字祖庙,同时代,0.5
云泉仙馆,松塘世大夫家庙,同时代,0.5
绮亭陈公祠,象林塔,同时代,0.5
绮亭陈公祠,西樵山采石场遗址,同时代,0.5
绮亭陈公祠,奎光楼,同时代,0.5
绮亭陈公祠,白云古寺,同时代,0.5
绮亭陈公祠,字祖庙,同时代,0.5
绮亭陈公祠,松塘世大夫家庙,同时代,0.5
象林塔,西樵山采石场遗址,同时代,0.5
象林塔,奎光楼,同时代,0.5
象林塔,白云古寺,同时代,0.5
象林塔,字祖庙,同时代,0.5
象林塔,松塘世大夫家庙,同时代,0.5
西樵山采石场遗址,奎光楼,同时代,0.5
西樵山采石场遗址,白云古寺,同时代,0.5
西樵山采石场遗址,字祖庙,同时代,0.5
西樵山采石场遗址,松塘世大夫家庙,同时代,0.5
奎光楼,白云古寺,同时代,0.5
奎光楼,字祖庙,同时代,0.5
奎光楼,松塘世大夫家庙,同时代,0.5
白云古寺,字祖庙,同时代,0.5
白云古寺,松塘世大夫家庙,同时代,0.5
字祖庙,松塘世大夫家庙,同时代,0.5
四峰书院遗址,霍韬夫人墓,同时代,0.5
四峰书院遗址,宝峰胜处摩崖石刻,同时代,0.5
四峰书院遗址,西樵山百步云梯,同时代,0.5
四峰书院遗址,李子长墓,同时代,0.5
四峰书院遗址,玉廪峰摩崖石刻,同时代,0.5
四峰书院遗址,白云洞摩崖石刻,同时代,0.5
四峰书院遗址,九龙岩摩崖石刻,同时代,0.5
霍韬夫人墓,宝峰胜处摩崖石刻,同时代,0.5
霍韬夫人墓,西樵山百步云梯,同时代,0.5
霍韬夫人墓,李子长墓,同时代,0.5
霍韬夫人墓,玉廪峰摩崖石刻,同时代,0.5
霍韬夫人墓,白云洞摩崖石刻,同时代,0.5
霍韬夫人墓,九龙岩摩崖石刻,同时代,0.5
宝峰胜处摩崖石刻,西樵山百步云梯,同时代,0.5
宝峰胜处摩崖石刻,李子长墓,同时代,0.5
宝峰胜处摩崖石刻,玉廪峰摩崖石刻,同时代,0.5
宝峰胜处摩崖石刻,白云洞摩崖石刻,同时代,0.5
宝峰胜处摩崖石刻,九龙岩摩崖石刻,同时代,0.5
西樵山百步云梯,李子长墓,同时代,0.5
西樵山百步云梯,玉廪峰摩崖石刻,同时代,0.5
西樵山百步云梯,白云洞摩崖石刻,同时代,0.5
西樵山百步云梯,九龙岩摩崖石刻,同时代,0.5
李子长墓,玉廪峰摩崖石刻,同时代,0.5
李子长墓,白云洞摩崖石刻,同时代,0.5
李子长墓,九龙岩摩崖石刻,同时代,0.5
玉廪峰摩崖石刻,白云洞摩崖石刻,同时代,0.5
玉廪峰摩崖石刻,九龙岩摩崖石刻,同时代,0.5
白云洞摩崖石刻,九龙岩摩崖石刻,同时代,0.5
龙母庙,傅氏宗祠,同时代,0.5
龙母庙,傅氏山庄南门,同时代,0.5
龙母庙,敦义崇礼碉楼,同时代,0.5
龙母庙,傅老榕旧居,同时代,0.5
龙母庙,九江吴家大院,同时代,0.5
龙母庙,上东岑局楼,同时代,0.5
傅氏宗祠,傅氏山庄南门,同时代,0.5
傅氏宗祠,敦义崇礼碉楼,同时代,0.5
傅氏宗祠,傅老榕旧居,同时代,0.5
傅氏宗祠,九江吴家大院,同时代,0.5
傅氏宗祠,上东岑局楼,同时代,0.5
傅氏山庄南门,敦义崇礼碉楼,同时代,0.5
傅氏山庄南门,傅老榕旧居,同时代,0.5
傅氏山庄南门,九江吴家大院,同时代,0.5
傅氏山庄南门,上东岑局楼,同时代,0.5
敦义崇礼碉楼,傅老榕旧居,同时代,0.5
敦义崇礼碉楼,九江吴家大院,同时代,0.5
敦义崇礼碉楼,上东岑局楼,同时代,0.5
傅老榕旧居,九江吴家大院,同时代,0.5
傅老榕旧居,上东岑局楼,同时代,0.5
九江吴家大院,上东岑局楼,同时代,0.5
松塘甘井,阴骘井,同时代,0.5
松塘甘井,破排角遗址,同时代,0.5
松塘甘井,冯氏家族墓,同时代,0.5
阴骘井,破排角遗址,同时代,0.5
阴骘井,冯氏家族墓,同时代,0.5
破排角遗址,冯氏家族墓,同时代,0.5
大头佛（民乐大头佛）,大头佛,同门类,1.0
大头佛,大头佛,同门类,1.0
华岳心意六合八法拳,华岳心意六合八法拳,同门类,1.0
赛龙舟（九江传统龙舟）,赛龙舟（九江传统龙舟）,同门类,1.0
九江双蒸酒酿制技艺,九江双蒸酒酿制技艺,同门类,1.0
庙会（大仙诞庙会）,庙会（大仙诞庙会）,同门类,1.0
金箔锻造技艺,金箔锻造技艺,同门类,1.0
西樵传统缫丝技艺,西樵传统缫丝技艺,同门类,1.0
广式家具制作技艺,广式家具制作技艺,同门类,1.0
龙舟说唱（南海）,龙舟说唱,同门类,1.0
丹灶葛洪炼丹传说,丹灶葛洪炼丹传说,同门类,1.0
